IMI;TAXAS_MULTAS_OUTROS_IMPOSTOS;FINANCIAMENTO_UNIAO_EUROPEIA;IMPOSTOS_MUNICIPAIS;IUC;TRANSFERENCIAS_ORCAMENTO_ESTADO;ldk;IMT;CODIGO_PERIODO;CODIGOINE;DSC_AUTARQUIA;VENDA_BENS_SERVICOS;DERRAMA_IRC;RECEITAS_TOTAIS;OUTRAS_RECEITAS
10389.39;61629.02;449157.08;208200.07;26517.87;1581840;T1_0601;109663.79;T1;0601;ARGANIL;364754.69;0;2805186.14;201234.3
7428.04;49120.14;430472.24;154229.22;18832.84;1150775;T1_1801;78759.38;T1;1801;ARMAMAR;252728.47;88.82;2703530.59;715325.66
27324.54;36978.4;2524.97;285975.9;69388.44;2121288;T1_0104;151129.95;T1;0104;AROUCA;437182.15;1154.57;3153349.34;306378.32
24545.98;12172.26;209060;132611.07;21956.59;1571985;T1_0702;73936.24;T1;0702;ARRAIOLOS;228542.88;0;2232877.1;90678.15
2824.53;2701.82;721909.36;19519.61;8508;990771;T1_1202;5485.26;T1;1202;ARRONCHES;151728.77;0;1971425.43;87496.69
14519.63;93665.65;0;460430.55;59582.1;888690;T1_1102;192853.5;T1;1102;ARRUDA DOS VINHOS;470484.42;99809.67;3082749;1263144.03
179128.06;836365.88;80156.27;3490679.4;392275.45;2216037;T1_0105;1874215.2;T1;0105;AVEIRO;1099643.08;208694.81;7577556.79;691041.04
2590.47;16582.15;393686.95;65637.46;14456.39;1425627;T1_1203;31945.45;T1;1203;AVIS;159580;63;2110111.4;65579.99
25647.09;67897.13;146064.09;434047.9;162543.49;1291573;T1_1103;177960.19;T1;1103;AZAMBUJA;628374.66;0;3046062.64;546002.99
10184.45;109927.48;148746.59;230397.72;54956.94;1930584;T1_1302;55328.85;T1;1302;BAIÃO;336831.93;0;3339002.01;692441.77
166458.36;812069.95;194162.05;2511464.64;469704.42;6095205;T1_0302;1061129;T1;0302;BARCELOS;1787593.33;2102.91;14926915.24;4338490.22
40.94;5192.11;41225.84;15472.86;4463.94;807117;T1_0204;5775.87;T1;0204;BARRANCOS;36175.31;0;942164.3;42173.29
144590.26;1115270.5;8692.45;2213954.85;279812.41;2478990;T1_1504;654088.64;T1;1504;BARREIRO;1898614.97;20193.04;7099981.24;499728.97
10519.79;39637.15;482416.44;361813.03;75525.36;1009739;T1_1004;235916.95;T1;1004;BATALHA;258154.35;213.78;2262441.17;150318.35
57804.91;103712.53;355321.03;851797.51;139111.79;2715494;T1_0205;516217.88;T1;0205;BEJA;760910.98;34950.4;4863431.59;179908.07
13274.35;33924.92;0;87019.39;20734.94;970659;T1_0501;19085.18;T1;0501;BELMONTE;235600.42;0;1341493;48214.19
111773.71;75852.44;0;618702.37;120311.84;1113837;T1_1405;293233.92;T1;1405;BENAVENTE;1084480.11;17530.46;3755463.21;938443.73
27260.29;88751.94;0;290430.43;54704.42;926599;T1_1005;119713.78;T1;1005;BOMBARRAL;378875.11;0;1979545.04;383640.5
5210.58;38346.52;103155;96308.28;22936;923526;T1_0703;29815.18;T1;0703;BORBA;325878.94;0;1871513.92;422645.7
1651.38;33440.91;419487.74;67022.51;17346.82;1433747.84;T1_1702;14583.4;T1;1702;BOTICAS;237657.08;0;2347133.68;189218.51
407736.91;1451705.39;955705.22;4526523.81;751032.64;5452254;T1_0303;1823507.59;T1;0303;BRAGA;1143168.86;92541.28;19106312.16;7028660.27
62781.96;255745.17;686643.18;670218.72;139303.86;3561009;T1_0402;212387.73;T1;0402;BRAGANÇA;2406590.63;0;8157222.98;832761.45
17215.78;124915.05;509772.34;285724.55;51578.74;1723260;T1_0304;92014.98;T1;0304;CABECEIRAS DE BASTO;190294.51;0;3617921.73;908870.33
18119.64;70968.18;275850.88;240999.28;50542.53;1184516;T1_1104;101368.93;T1;1104;CADAVAL;416147.83;0;2372745.91;255231.92
118516.25;275900.86;30525.9;1462434.48;220563.59;1721631;T1_1006;825861.36;T1;1006;CALDAS DA RAINHA;595754.72;21592.42;4307474.73;497128.63
21296.78;29972.41;0;183556.14;40827.06;1563756;T1_3101;91459.89;T1;3101;CALHETA (MADEIRA);159067.46;0;2240494.82;334115.22
2146.83;3722.72;0;31946;13533.53;881784;T1_4501;12542.92;T1;4501;CALHETA (SÃO JORGE);99385.83;0;1017284.32;4168.49
52008.63;160437.85;393457;400086.25;90985.73;1841715;T1_3102;96654.04;T1;3102;CÂMARA DE LOBOS;662370.82;0;3473893.45;176264.38
34861.16;55227.25;94662.44;323202.13;82994.13;1581405;T1_1602;150035.81;T1;1602;CAMINHA;770730.85;83.78;2955328.21;185327.79
39126.37;41733.97;134039.62;142532.37;21844.85;1096515;T1_1204;39827.18;T1;1204;CAMPO MAIOR;301254.66;0;1819427.35;145085.7
30891.18;340129.7;0;730430.25;140066.64;2313516;T1_0602;219342.73;T1;0602;CANTANHEDE;287669.21;0;5334577.11;2002961.65
3250.03;12734.94;0;55883.27;17308.67;1517466;T1_0403;22589.63;T1;0403;CARRAZEDA DE ANSIÃES;125232.41;0;1999726.76;301145.08
4739.81;71058.63;0;172953.45;32422.21;1006818;T1_1802;64732.8;T1;1802;CARREGAL DO SAL;39290.73;0;1339773.99;120711.81
61462.6;122028.07;0;471287.55;99638.66;1182324;T1_1406;187008.79;T1;1406;CARTAXO;1151977.54;1149.43;3801229.58;995640.49
916859.93;3059365.66;726.7;16690670.58;1117860.68;4787183;T1_1105;11596584.31;T1;1105;CASCAIS;3959772.57;0;40579899.01;15141546.16
3865.83;46700.05;176788.5;70000.2;9841.21;765339;T1_1007;9593.11;T1;1007;CASTANHEIRA DE PÊRA;42200.91;0;1301373.73;247045.12
83616.38;193613.57;304971.18;877109.05;205546.24;4133202;T1_0502;394332.86;T1;0502;CASTELO BRANCO;1125565.53;0;7145169.98;704322.22
6010.87;72795.18;0;177921.06;45752.35;1421826;T1_0106;53362.66;T1;0106;CASTELO DE PAIVA;251167.41;0;7967533.57;6116619.1
2435.84;23050.93;130608.33;88957.11;10778.61;995697;T1_1205;52691.73;T1;1205;CASTELO DE VIDE;156811.37;0;1429028.86;56955.05
6983.67;49229.53;76438.2;134870.12;48512.01;1999053;T1_1803;30144.91;T1;1803;CASTRO DAIRE;517817.27;0;3414543.3;686364.71
26562.53;51529.04;70488;986513.45;24123.9;598570;T1_0804;884297.98;T1;0804;CASTRO MARIM;402987.53;0;2129639.28;71080.3
2972.77;17080.02;195836.83;88062.77;27533.04;1422965;T1_0206;36597.9;T1;0206;CASTRO VERDE;310209.94;3879.04;2233901.61;216827.07
7453.01;136543.38;0;199013.48;27810.08;1353934.06;T1_0903;27207.01;T1;0903;CELORICO DA BEIRA;122214.64;0;1973190.98;298028.8
20239.25;71255.35;2009858.59;448006.6;53125.12;1901795;T1_0305;303386.88;T1;0305;CELORICO DE BASTO;453182.78;0;11734345.32;6921502.35
28859.1;5754.36;0;235484.07;47125.69;1602777;T1_1407;153744.92;T1;1407;CHAMUSCA;191362.29;0;2872717.3;843093.94
40082.75;125544.19;1158870.79;636645.29;157705.52;3400155;T1_1703;313312.83;T1;1703;CHAVES;1544711.19;0;8068362;1327979.73
1192.35;64619.14;6557.29;102849.76;14534.92;1996167;T1_1804;22503.35;T1;1804;CINFÃES;62862.24;0;3250215.63;1081779.34
626543.16;1579323.82;981727.12;5993656.82;634177.34;4404627;T1_0603;3027641.6;T1;0603;COIMBRA;1286007.27;125970.9;16789262.4;4123244.19
16432.46;45312.68;34340.99;280424.61;62220.17;1065279;T1_0604;156459.3;T1;0604;CONDEIXA-A-NOVA;864181.87;0;2417157.94;172931.47
2196.58;4385.65;165083.34;178345.62;15329.2;819579;T1_1408;156434.19;T1;1408;CONSTÂNCIA;245214.65;0;1480266.29;72043.68
30014.69;63008.78;377546.16;456888.52;65736.8;2613966;T1_1409;297361.65;T1;1409;CORUCHE;445749.56;766.6;4602817.5;708667.26
3.66;375.44;308824.54;5720.6;1244.51;376841;T1_4901;4096.99;T1;4901;CORVO;5704.31;0;708498.44;11407.99
60941.21;788147.89;33957.62;1431152.5;178443.42;3169818;T1_0503;389696.9;T1;0503;COVILHÃ;637747.55;13923.08;6681831.39;1409155.72
5400.14;7143.02;0;185139.67;11558.11;1237299;T1_1206;161038.4;T1;1206;CRATO;98650.43;0;1626411.05;105321.95
5063.58;25222.27;2242.43;111582.92;13350.22;792324;T1_0207;67721.85;T1;0207;CUBA;125478.7;225;1309283.27;277655.22
30475.67;44282.56;1077125.78;530934.37;78016.56;2047104;T1_1207;371857.26;T1;1207;ELVAS;645567.69;6302.32;4819992.03;519260.19
21009.69;219542.9;0;567850.76;81895.45;837708;T1_1410;244719.97;T1;1410;ENTRONCAMENTO;598904.44;682.75;2497457.77;492994.57
68957.49;526694.66;8737.44;900097.43;114075.73;1438320;T1_0107;187027.72;T1;0107;ESPINHO;739619.99;3341.83;4933530.45;1846755.59
110704.68;235405.17;6529.03;958043.63;150496.36;1579684.83;T1_0306;461437.42;T1;0306;ESPOSENDE;859638.57;0;4644005.5;1240109.44
28614.54;170285.05;0;446686.42;109077.75;1826313;T1_0108;137279.48;T1;0108;ESTARREJA;825606.92;1429.6;3629919.79;531313.45
10866.92;81182.39;770776.97;329576.44;47163.46;1773303;T1_0704;190363.67;T1;0704;ESTREMOZ;394771.9;0;3398444.96;130016.65
111154.4;664831.42;162365.27;1605066.21;252774.25;3476397;T1_0705;515480.31;T1;0705;ÉVORA;1490080.95;60825.83;8673039.56;1939130.13
64788.59;213533.25;141998.15;701392.5;115412.83;3155537;T1_0307;306822.27;T1;0307;FAFE;766292.6;835.56;5824842.66;1059622.41
158251.41;411791.94;19444.47;2061053.7;417039.58;1676640;T1_0805;944274.93;T1;0805;FARO;2311615.77;129695.84;7195583.09;1126829.15
75015.96;227704.08;1932138.31;1004040.31;206646.04;2770287;T1_1303;494674.23;T1;1303;FELGUEIRAS;1019869.61;0;7680056.42;953721.19
8595.14;79240.64;0;230694.33;25459.16;1625394;T1_0208;93808.82;T1;0208;FERREIRA DO ALENTEJO;342999.27;23590.57;2413501.73;214414.13
10771.57;50516.95;1195020.7;153128.73;31441.2;1207717;T1_1411;60399.01;T1;1411;FERREIRA DO ZÊZERE;439447.23;0;3283457.42;288143.76
53616.57;459012.79;30618.97;1330828.24;273987.12;2453661;T1_0605;544211.76;T1;0605;FIGUEIRA DA FOZ;1425693.81;0;6257659.72;1016857.7
768.58;10913.39;0;26305.97;5352.73;1684845;T1_0904;9271.27;T1;0904;FIGUEIRA DE CASTELO RODRIGO;139595.57;0;1886328.55;35582.01
6864.88;20250.35;0;129911.62;21287.15;1125539;T1_1008;81509.24;T1;1008;FIGUEIRÓ DOS VINHOS;75896.73;0;1403497.75;72150.4
2753.3;27965.1;148958.43;64165.52;15193.51;1036860;T1_0905;18253.61;T1;0905;FORNOS DE ALGODRES;98506.01;0;1427209.52;78719.56
964.79;14322.84;34573.6;32455.34;8125.25;1223524;T1_0404;9042.46;T1;0404;FREIXO DE ESPADA À CINTA;89042.56;0;2538680.38;1159084.88
1162.49;7684.62;938656.2;40365.97;10823.8;777753;T1_1208;20596.19;T1;1208;FRONTEIRA;124132.09;98.87;1917916.28;37009.02
382014.42;1843427.19;100310.7;4578284.3;504644.98;2612013;T1_3103;1848197.71;T1;3103;FUNCHAL;4747270.6;0;16328742.39;4290863.79
22491.92;149233.96;215529.92;615942.92;98797.97;2648827.02;T1_0504;345419.07;T1;0504;FUNDÃO;1331562.4;0;7506235.26;2694373
0;18677.52;64728.41;31117.22;3521.16;1025367;T1_1209;8918.54;T1;1209;GAVIÃO;645384.98;0;1858161.2;91563.59
5734.02;54810.18;0;99296.53;12644.29;1144902;T1_0606;26108.04;T1;0606;GÓIS;336969.56;0;1730569.89;149401.8
5382.55;77084.5;0;164857.64;17428.61;775797.75;T1_1412;64961.98;T1;1412;GOLEGÃ;168722.38;0;1397099.65;287721.88
253547.98;843554.2;2849787.73;2884714.12;565577.33;4588755;T1_1304;1208854.88;T1;1304;GONDOMAR;2708912.73;13179.73;20804465.36;7772295.78
10210.25;39005.11;112010.76;275987.26;49703.39;1722828;T1_0906;176665.68;T1;0906;GOUVEIA;448851.87;402.83;2802238.38;242560.49
29696.76;296427.66;599143.57;707591.86;37236.97;1715278;T1_1505;344230.47;T1;1505;GRÂNDOLA;417178.75;0;4046483.2;607291.02
77147.61;103056.49;1532753.25;621675.19;173824.43;3404649;T1_0907;259213.35;T1;0907;GUARDA;1432519.39;8433.31;7516037.55;524440.72
429789.54;974970.16;2242144.69;3062221.24;589054.16;6154671;T1_0308;1068407.38;T1;0308;GUIMARÃES;2119838.78;0;19224952.79;5646077.08
10621.54;59731.74;20424.04;274623.88;65078.65;1306767;T1_4701;139191.95;T1;4701;HORTA;347618.5;0;1950941.01;1507.59
9505.42;22073.27;158616.7;224150.64;15648.9;2895445;T1_0505;176923.05;T1;0505;IDANHA-A-NOVA;403245.89;0;3790944.1;109485.87
68801.59;191839.77;455313.04;958621.12;199434.75;1409011;T1_0110;495828.02;T1;0110;ÍLHAVO;1399767.82;2716.99;4964322.31;741609.33
106889.7;327790.41;48527.71;1596156.23;147104.71;1056271;T1_0806;1014371.41;T1;0806;LAGOA (ALGARVE);1012970.83;0;3874975.35;161049.58
22684.16;82756.67;480980.86;357001.97;38614.73;1119573;T1_4201;212889.41;T1;4201;LAGOA (SÃO MIGUEL);426048.54;57;4423633.5;2040029.13
204143.26;614207.89;0;2255736.48;164290.11;866442;T1_0807;1273095.22;T1;0807;LAGOS;2743918.9;0;6983270.35;1117172.97
194.23;8795.89;0;19389.4;4097.36;683225;T1_4801;6301.92;T1;4801;LAJES DAS FLORES;40905.22;0;848397.04;104877.42
2087.65;3434.93;0;35205.34;13881.95;973584;T1_4601;15800.81;T1;4601;LAJES DO PICO;59624.8;0;1069430.61;1016.47
37028.25;291963.86;3248152.94;548918.93;101266.46;2048073;T1_1805;118660.36;T1;1805;LAMEGO;1174733.96;0;7768298.8;748419.97
212327.28;744386.27;1164687.91;2992928.94;599819.32;4209945;T1_1009;1362776.77;T1;1009;LEIRIA;1183678.94;73619.3;11014503.89;1463263.1
2053967.18;26747957.34;0;64834185.44;3404370.04;15496897;T1_1106;32627890.88;T1;1106;LISBOA;13325561.61;0;101481370.99;7824726.94
386374.19;1062097.45;563975.99;7326497.7;436445.1;2139349;T1_0808;5441580.96;T1;0808;LOULÉ;1918160.79;0;16725047.35;4777063.87
480336.19;1029990.27;0;5602964.84;844587.05;5140647;T1_1107;3240544.5;T1;1107;LOURES;794716.61;7506.83;16497547.91;4959219.46
138581.39;148663.42;1551355.41;776005.1;109682.18;1118399;T1_1108;378816.8;T1;1108;LOURINHÃ;1093506.18;261.31;6638746.4;2099480.71
30930.22;138121.81;109036.69;391317.42;63620.67;1143114;T1_0607;158644.72;T1;0607;LOUSÃ;557794.95;0;2928578.43;727315.37
76954.61;284659.8;880977.42;1217916.04;153176.95;2388975;T1_1305;703124.68;T1;1305;LOUSADA;1058607.06;0;7067322.85;1520847.33
13953.03;14156.36;117580.66;48455.6;20346.21;1596672;T1_1413;0;T1;1413;MAÇÃO;236941.73;0;2129364.43;129714.44
101938.09;201387.97;132160.28;418762.54;45881.17;2276808;T1_0405;69555.31;T1;0405;MACEDO DE CAVALEIROS;522379.6;0;4698615.59;1348505.17
32442.98;129663.83;83826.11;319085.58;78390.12;1452681;T1_3104;78588.65;T1;3104;MACHICO;549466.79;0;4567242.5;2162183.02
5527.7;8057.42;459657.35;86193.51;22611.66;1029960;T1_4602;49996.73;T1;4602;MADALENA;139545.85;0;1716134.15;777.44
295648;1042301.09;511405.18;3015087.92;333277.23;1813056;T1_1109;1235142.12;T1;1109;MAFRA;2711964.1;108719.48;10372753.52;2321240.32
368481.2;1209478.88;1329643.46;3528393.17;576211.48;3081297.9;T1_1306;1374221.61;T1;1306;MAIA;1532527.69;0;10162308.16;690445.94
19013.31;222854.42;14487.61;433156.96;77408.85;1767411;T1_1806;112533.94;T1;1806;MANGUALDE;783728.22;1346.44;3584050.39;585266.6
785.04;12058.73;88526.82;48233.97;7995.58;926420;T1_0908;27394.62;T1;0908;MANTEIGAS;103934.11;0;1223235.58;56120.68
62975.85;216410.1;78761.66;796332.82;196585.56;3676705;T1_1307;315399.59;T1;1307;MARCO DE CANAVESES;290374.45;4961.72;5562981.36;720807.43
34127.28;101274.35;0;824656.73;179394.18;1460238;T1_1010;509860.92;T1;1010;MARINHA GRANDE;1123980.48;0;3672629.44;263754.23
947.71;8255.33;122009.91;16275.17;2640.46;877707;T1_1210;4431.67;T1;1210;MARVÃO;165225.52;0;1218508.03;37290.43
204560.02;3177269.51;5908507.93;7266501.04;774154.57;4171668;T1_1308;3110516.94;T1;1308;MATOSINHOS;1748169.32;0;23898502.05;4803655.76
19497.37;104765.62;0;287640.14;81965.37;1353675;T1_0111;81411.78;T1;0111;MEALHADA;748863.7;0;3015453.08;625274.24
5850.85;11815.62;0;64701.11;16032.92;1303893;T1_0909;31001.72;T1;0909;MEDA;134328;0;1870588.67;367666.56
13769.9;40495.54;1143386.55;104427.26;31229.23;1601555.39;T1_1603;18932.59;T1;1603;MELGAÇO;677105.19;0;3784392.81;257918.42
6291.4;38371.5;60297.35;145441.98;19504.34;2649746.25;T1_0209;81274.74;T1;0209;MÉRTOLA;268464.66;0;3370989.11;247038.87
2933.89;23884.79;140785.53;128851.24;12853.89;713562;T1_1704;89178.67;T1;1704;MESÃO FRIO;182960.37;0;1312134.7;145975.56
21865.61;199263.24;13938.28;317089.11;60782.29;1091211;T1_0608;35177.97;T1;0608;MIRA;293782.19;0;2051674.24;335653.66
13971.57;87534.22;186984.54;260170.14;40790.09;1074813;T1_0609;116784.41;T1;0609;MIRANDA DO CORVO;331377.61;1089.85;2141325.31;287980.02
4050.22;8659.85;565369.35;57596.84;15047.57;1683930;T1_0406;29839.2;T1;0406;MIRANDA DO DOURO;89099.09;0;2460569.42;64574.14
9713.79;74582.99;107221.67;377909.84;77603.53;2495483;T1_0407;216009.53;T1;0407;MIRANDELA;774822.51;0;4249617.36;494180.34
3240.78;50139.8;71350.24;184269.59;24576;2258400;T1_0408;106313.01;T1;0408;MOGADOURO;226274.96;0;2866591.31;126296.52
13311.45;38568.97;90882.78;139758.5;34315.6;1451838;T1_1807;53562.48;T1;1807;MOIMENTA DA BEIRA;319768.52;0;2401006.45;398758.65
162287.34;460557.62;121699.62;1459980.05;217983.72;2651742.29;T1_1506;617725.1;T1;1506;MOITA;1794977.06;1426.27;6719039.97;690640.95
18020.3;85090.84;462323.19;270355.12;78339.51;1986687;T1_1604;88904.47;T1;1604;MONÇÃO;484973.38;0;4573056.2;1368717.51
10742.48;4714.14;11666.65;128886.96;17245.38;1624479;T1_0809;96184.96;T1;0809;MONCHIQUE;116624;0;1997891.32;116234.71
9795.8;37595.62;0;107002.28;21668.36;1324822;T1_1705;37942.5;T1;1705;MONDIM DE BASTO;69835.13;0;1678426.37;176766.96
1161.95;11142.92;0;25851.53;6210.22;1042371;T1_1211;7336.44;T1;1211;MONFORTE;75220.73;0;1163608.78;20165.52
13923.13;33702.2;143185.37;115386.65;35258.07;2555322;T1_1706;32327.74;T1;1706;MONTALEGRE;499260.04;175.51;3866045.75;552891.69
15959.37;36519.23;38569.06;242741.65;63023.38;2647104;T1_0706;127033.58;T1;0706;MONTEMOR-O-NOVO;685658.11;206.09;3718163.56;104090.74
54407.95;167378.71;11453.19;410221.36;88371.72;1750272;T1_0610;100062.98;T1;0610;MONTEMOR-O-VELHO;402632.77;0;4670575.7;2095996.38
167898.34;708382.7;0;2158440.23;205228.04;1514502;T1_1507;1076931.15;T1;1507;MONTIJO;696836.15;0;5225411.25;855632.87
3794.94;17018.46;7840;79573.29;16282.51;1152432;T1_0707;42477.38;T1;0707;MORA;266506.72;0;1539519.96;33167.95
25491.93;62147.81;1792367.82;184119.05;34012.07;1342005;T1_1808;61543.92;T1;1808;MORTÁGUA;439908.82;923.32;3951933.29;193532.6
7670.01;22080.16;14662.49;143023.05;47093.88;2492729;T1_0210;63509.56;T1;0210;MOURA;235917.56;2669.44;2971977.57;85645.47
720.99;2522.53;0;39855.47;7912.02;797136;T1_0708;28699.93;T1;0708;MOURÃO;76093.72;0;1031816.88;118731.69
1701.01;31954.16;609502.41;63839.23;11427.5;1035016.33;T1_1707;18756.56;T1;1707;MURÇA;123382.53;0;2005653.27;173912.77
14734.11;60109.8;13896;164235.01;48800.58;930450;T1_0112;40590.52;T1;0112;MURTOSA;266028.79;0;1398936.19;24326.39
73916;138494.52;213400.24;601380.03;37857.55;658931;T1_1011;351111.96;T1;1011;NAZARÉ;962528.26;0;3323033.98;886794.45
26447.47;246145.04;21143.01;388490.46;49259.2;1217124;T1_1809;66638.75;T1;1809;NELAS;214468.85;0;1973879.12;132652.8
7303.76;20424.63;412353.19;251189.69;19691.92;1705248;T1_1212;203769.38;T1;1212;NISA;235728.92;0;3340769.18;736249.38
507.83;4120.27;22144.4;24923.06;9715.62;1085080;T1_4202;10579.34;T1;4202;NORDESTE;2632.59;0;1194048.22;59268.17
54082.69;52829.68;342853.71;453791.72;52982.38;588108;T1_1012;293896.97;T1;1012;ÓBIDOS;634688.1;0;2424838.89;405397.36
40339.93;113324.11;1289569;650703.04;88956.3;3568470;T1_0211;406108.24;T1;0211;ODEMIRA;1205499.44;1974.46;7248866.03;534624.55
332430.89;1560135.77;738463.7;4318805;520751.47;3829237;T1_1116;1789910.07;T1;1116;ODIVELAS;268398.12;115576.8;12326701.39;3171797.57
508014.18;2908126.87;0;9807820.42;2066430.53;4161378;T1_1110;3103754.77;T1;1110;OEIRAS;1605825.09;1221494.07;17407137.36;1832113.85
0;6101.18;367262.39;40313.2;8571.58;1569564;T1_0506;25640.44;T1;0506;OLEIROS;197241.07;0;2206193.25;31812.59
87760.96;346932.21;351870.36;1289394.94;241970.97;1723284;T1_0810;612730.8;T1;0810;OLHÃO;1389422.94;0;5714823.19;960850.95
83362.03;181824.51;4116.69;1035970.65;274246.3;3192804;T1_0113;496537.81;T1;0113;OLIVEIRA DE AZEMÉIS;1438212.15;0;6314111.59;643008.1
8621.24;69995.92;28818.92;388688.52;35050.55;1141029;T1_1810;119347.24;T1;1810;OLIVEIRA DE FRADES;218468.42;155673.57;2223071.35;446066.49
51543.3;92543.82;499067.21;510147.08;98217.26;1674873;T1_0114;267602.49;T1;0114;OLIVEIRA DO BAIRRO;567140.04;240.21;3826263.98;575036.65
14140.07;270716.39;6913.23;464881.68;46861.86;1769691;T1_0611;133163.36;T1;0611;OLIVEIRA DO HOSPITAL;427621.01;0;2880746.03;211639.11
107831.78;443335.03;687885.24;1040792.06;186335.91;2802580;T1_1421;301328.92;T1;1421;OURÉM;441567.6;1960.42;7840638.43;2867813.53
