TOTAL_RH;TOTAL_SEM_VINCULO_PERMANENTE;DSC_AUTARQUIA;TOTAL_TECNICOS_SUPERIORES;REPRESENTANTES_ELEITOS;TOTAL_FUNCIONARIOS_NAO_SUPERIORES;TOTAL_COM_VINCULO_PERMANENTE;CODIGO_PERIODO;CARGOS_MANDATOS_POLITICOS;TOTAL_DIRIGENTES;TOTAL_POR_TIPOLOGIA;ldk;CODIGOINE;TOTAL_POR_VINCULO;TOTAL_COMISSAO_DE_SERVICO
469;3;BEJA;54;;413;462;T1;;2;469;T1_0205;0205;469;4
51;5;BELMONTE;9;;41;43;T1;;1;51;T1_0501;0501;51;3
307;0;BENAVENTE;48;;255;299;T1;;4;307;T1_1405;1405;307;8
160;10;BOMBARRAL;28;;130;146;T1;;2;160;T1_1005;1005;160;4
166;16;BORBA;15;;150;150;T1;;1;166;T1_0703;0703;166;0
122;9;BOTICAS;24;;94;106;T1;;4;122;T1_1702;1702;122;7
1411;5;BRAGA;99;;1289;1371;T1;;23;1411;T1_0303;0303;1411;35
349;6;BRAGANÇA;40;;299;333;T1;;10;349;T1_0402;0402;349;10
281;3;CABECEIRAS DE BASTO;23;;253;272;T1;;5;281;T1_0304;0304;281;6
186;0;CADAVAL;26;;155;178;T1;;5;186;T1_1104;1104;186;8
299;23;CALDAS DA RAINHA;25;;266;268;T1;;8;299;T1_1006;1006;299;8
147;0;CALHETA (MADEIRA);12;;134;146;T1;;1;147;T1_3101;3101;147;1
100;0;CALHETA (SÃO JORGE);2;;96;97;T1;;2;100;T1_4501;4501;100;3
225;0;CÂMARA DE LOBOS;16;;205;221;T1;;4;225;T1_3102;3102;225;4
281;0;CAMINHA;56;;223;278;T1;;2;281;T1_1602;1602;281;3
172;13;CAMPO MAIOR;23;;146;154;T1;;3;172;T1_1204;1204;172;5
213;0;CANTANHEDE;50;;157;203;T1;;6;213;T1_0602;0602;213;10
126;0;CARRAZEDA DE ANSIÃES;15;;111;124;T1;;0;126;T1_0403;0403;126;2
101;0;CARREGAL DO SAL;16;;82;97;T1;;3;101;T1_1802;1802;101;4
348;0;CARTAXO;42;;306;343;T1;;0;348;T1_1406;1406;348;5
1420;139;CASCAIS;439;;929;1214;T1;;52;1420;T1_1105;1105;1420;67
72;0;CASTANHEIRA DE PÊRA;10;;61;69;T1;;1;72;T1_1007;1007;72;3
382;0;CASTELO BRANCO;34;;342;373;T1;;6;382;T1_0502;0502;382;9
147;2;CASTELO DE PAIVA;22;;122;139;T1;;3;147;T1_0106;0106;147;6
135;0;CASTELO DE VIDE;15;;119;132;T1;;1;135;T1_1205;1205;135;3
249;71;CASTRO DAIRE;27;;218;170;T1;;4;249;T1_1803;1803;249;8
133;0;CASTRO MARIM;25;;104;126;T1;;4;133;T1_0804;0804;133;7
201;2;CASTRO VERDE;33;;166;194;T1;;2;201;T1_0206;0206;201;5
180;0;CELORICO DA BEIRA;29;;151;180;T1;;0;180;T1_0903;0903;180;0
270;23;CELORICO DE BASTO;51;;215;239;T1;;4;270;T1_0305;0305;270;8
163;0;CHAMUSCA;25;;138;163;T1;;0;163;T1_1407;1407;163;0
457;0;CHAVES;71;;375;442;T1;;11;457;T1_1703;1703;457;15
248;17;CINFÃES;37;;209;227;T1;;2;248;T1_1804;1804;248;4
1237;12;COIMBRA;268;;932;1177;T1;;37;1237;T1_0603;0603;1237;48
174;8;CONDEIXA-A-NOVA;22;;149;163;T1;;3;174;T1_0604;0604;174;3
100;2;CONSTÂNCIA;20;;78;96;T1;;2;100;T1_1408;1408;100;2
338;0;CORUCHE;28;;304;327;T1;;6;338;T1_1409;1409;338;11
27;6;CORVO;1;;26;21;T1;;0;27;T1_4901;4901;27;0
296;4;COVILHÃ;34;;252;290;T1;;10;296;T1_0503;0503;296;2
102;1;CRATO;7;;93;96;T1;;2;102;T1_1206;1206;102;5
111;3;CUBA;12;;97;106;T1;;2;111;T1_0207;0207;111;2
240;0;ELVAS;29;;207;232;T1;;4;240;T1_1207;1207;240;8
319;0;ENTRONCAMENTO;36;;278;311;T1;;5;319;T1_1410;1410;319;8
544;6;ESPINHO;64;;473;531;T1;;7;544;T1_0107;0107;544;7
160;6;ESPOSENDE;44;;110;154;T1;;6;160;T1_0306;0306;160;0
202;1;ESTARREJA;34;;163;193;T1;;5;202;T1_0108;0108;202;8
175;0;ESTREMOZ;22;;150;167;T1;;3;175;T1_0704;0704;175;8
1047;56;ÉVORA;185;;848;973;T1;;14;1047;T1_0705;0705;1047;18
437;0;FAFE;45;;384;423;T1;;8;437;T1_0307;0307;437;14
742;0;FARO;135;;591;718;T1;;16;742;T1_0805;0805;742;24
667;63;FELGUEIRAS;117;;540;588;T1;;10;667;T1_1303;1303;667;16
214;4;FERREIRA DO ALENTEJO;29;;181;203;T1;;4;214;T1_0208;0208;214;7
116;0;FERREIRA DO ZÊZERE;20;;93;110;T1;;3;116;T1_1411;1411;116;6
482;26;FIGUEIRA DA FOZ;81;;392;443;T1;;9;482;T1_0605;0605;482;13
148;27;FIGUEIRA DE CASTELO RODRIGO;18;;129;118;T1;;1;148;T1_0904;0904;148;3
146;9;FIGUEIRÓ DOS VINHOS;35;;109;134;T1;;2;146;T1_1008;1008;146;3
93;0;FORNOS DE ALGODRES;9;;83;93;T1;;1;93;T1_0905;0905;93;0
160;5;FREIXO DE ESPADA À CINTA;13;;145;153;T1;;2;160;T1_0404;0404;160;2
87;13;FRONTEIRA;12;;73;70;T1;;2;87;T1_1208;1208;87;4
1618;19;FUNCHAL;127;;1461;1558;T1;;30;1618;T1_3103;3103;1618;41
287;15;FUNDÃO;77;;204;262;T1;;6;287;T1_0504;0504;287;10
115;2;GAVIÃO;7;;106;108;T1;;2;115;T1_1209;1209;115;5
147;6;GÓIS;24;;122;137;T1;;1;147;T1_0606;0606;147;4
109;0;GOLEGÃ;8;;99;107;T1;;2;109;T1_1412;1412;109;2
1564;169;GONDOMAR;286;;1260;1374;T1;;18;1564;T1_1304;1304;1564;21
183;0;GOUVEIA;25;;156;179;T1;;2;183;T1_0906;0906;183;4
409;0;GRÂNDOLA;86;;318;409;T1;;5;409;T1_1505;1505;409;0
512;0;GUARDA;108;;399;507;T1;;5;512;T1_0907;0907;512;5
1531;141;GUIMARÃES;257;;1246;1350;T1;;28;1531;T1_0308;0308;1531;40
165;0;HORTA;13;;149;162;T1;;3;165;T1_4701;4701;165;3
235;10;IDANHA-A-NOVA;48;;182;225;T1;;5;235;T1_0505;0505;235;0
254;49;ÍLHAVO;85;;161;205;T1;;8;254;T1_0110;0110;254;0
408;6;LAGOA (ALGARVE);28;;370;388;T1;;10;408;T1_0806;0806;408;14
138;2;LAGOA (SÃO MIGUEL);12;;124;136;T1;;2;138;T1_4201;4201;138;0
654;0;LAGOS;75;;564;654;T1;;15;654;T1_0807;0807;654;0
48;0;LAJES DAS FLORES;5;;43;45;T1;;0;48;T1_4801;4801;48;3
83;2;LAJES DO PICO;11;;71;80;T1;;1;83;T1_4601;4601;83;1
230;8;LAMEGO;58;;166;213;T1;;6;230;T1_1805;1805;230;9
658;17;LEIRIA;109;;532;611;T1;;17;658;T1_1009;1009;658;30
7466;31;LISBOA;2219;;5092;7267;T1;;155;7466;T1_1106;1106;7466;168
1493;2;LOULÉ;198;;1270;1458;T1;;25;1493;T1_0808;0808;1493;33
2097;46;LOURES;440;;1618;1999;T1;;39;2097;T1_1107;1107;2097;52
340;24;LOURINHÃ;42;;289;303;T1;;9;340;T1_1108;1108;340;13
206;1;LOUSÃ;25;;178;205;T1;;3;206;T1_0607;0607;206;0
616;0;LOUSADA;51;;558;616;T1;;7;616;T1_1305;1305;616;0
179;0;MAÇÃO;25;;153;176;T1;;1;179;T1_1413;1413;179;3
262;27;MACEDO DE CAVALEIROS;61;;197;227;T1;;4;262;T1_0405;0405;262;8
161;0;MACHICO;13;;142;155;T1;;6;161;T1_3104;3104;161;6
103;1;MADALENA;17;;84;101;T1;;2;103;T1_4602;4602;103;1
913;20;MAFRA;93;;807;875;T1;;13;913;T1_1109;1109;913;18
1018;145;MAIA;297;;700;839;T1;;21;1018;T1_1306;1306;1018;34
246;0;MANGUALDE;31;;212;243;T1;;3;246;T1_1806;1806;246;3
64;1;MANTEIGAS;8;;54;60;T1;;2;64;T1_0908;0908;64;3
380;28;MARCO DE CANAVESES;54;;317;343;T1;;9;380;T1_1307;1307;380;9
266;8;MARINHA GRANDE;53;;205;247;T1;;8;266;T1_1010;1010;266;11
90;0;MARVÃO;7;;81;90;T1;;2;90;T1_1210;1210;90;0
1668;159;MATOSINHOS;415;;1211;1453;T1;;42;1668;T1_1308;1308;1668;56
286;32;MEALHADA;66;;212;246;T1;;8;286;T1_0111;0111;286;8
169;3;MEDA;32;;137;166;T1;;0;169;T1_0909;0909;169;0
273;20;MELGAÇO;54;;216;250;T1;;3;273;T1_1603;1603;273;3
260;0;MÉRTOLA;34;;222;253;T1;;4;260;T1_0209;0209;260;7
103;0;MESÃO FRIO;8;;93;98;T1;;2;103;T1_1704;1704;103;5
209;8;MIRA;29;;176;194;T1;;4;209;T1_0608;0608;209;7
168;18;MIRANDA DO CORVO;42;;123;145;T1;;3;168;T1_0609;0609;168;5
151;8;MIRANDA DO DOURO;25;;124;139;T1;;2;151;T1_0406;0406;151;4
307;4;MIRANDELA;47;;254;294;T1;;6;307;T1_0407;0407;307;9
138;0;MOGADOURO;12;;122;133;T1;;4;138;T1_0408;0408;138;5
132;9;MOIMENTA DA BEIRA;35;;93;118;T1;;4;132;T1_1807;1807;132;5
733;23;MOITA;88;;630;707;T1;;15;733;T1_1506;1506;733;3
252;13;MONÇÃO;36;;209;231;T1;;7;252;T1_1604;1604;252;8
212;5;MONCHIQUE;36;;176;204;T1;;0;212;T1_0809;0809;212;3
142;5;MONDIM DE BASTO;26;;112;131;T1;;4;142;T1_1705;1705;142;6
133;1;MONFORTE;20;;111;126;T1;;2;133;T1_1211;1211;133;6
269;26;MONTALEGRE;19;;246;243;T1;;4;269;T1_1706;1706;269;0
337;5;MONTEMOR-O-NOVO;54;;279;332;T1;;4;337;T1_0706;0706;337;0
203;5;MONTEMOR-O-VELHO;50;;150;197;T1;;3;203;T1_0610;0610;203;1
792;65;MONTIJO;118;;666;715;T1;;8;792;T1_1507;1507;792;12
137;13;MORA;17;;118;122;T1;;2;137;T1_0707;0707;137;2
142;8;MORTÁGUA;17;;122;129;T1;;3;142;T1_1808;1808;142;5
347;0;MOURA;44;;298;338;T1;;5;347;T1_0210;0210;347;9
168;0;MOURÃO;10;;158;168;T1;;0;168;T1_0708;0708;168;0
120;2;MURÇA;16;;102;116;T1;;2;120;T1_1707;1707;120;2
74;2;MURTOSA;13;;60;68;T1;;1;74;T1_0112;0112;74;4
101;0;NAZARÉ;16;;82;96;T1;;3;101;T1_1011;1011;101;5
189;13;NELAS;32;;157;176;T1;;0;189;T1_1809;1809;189;0
214;2;NISA;27;;186;209;T1;;1;214;T1_1212;1212;214;3
77;0;NORDESTE;4;;72;75;T1;;1;77;T1_4202;4202;77;2
291;9;ÓBIDOS;44;;243;274;T1;;4;291;T1_1012;1012;291;8
434;5;ODEMIRA;55;;372;418;T1;;7;434;T1_0211;0211;434;11
1164;64;ODIVELAS;282;;856;1060;T1;;26;1164;T1_1116;1116;1164;40
1752;34;OEIRAS;342;;1370;1663;T1;;40;1752;T1_1110;1110;1752;55
120;2;OLEIROS;18;;102;115;T1;;0;120;T1_0506;0506;120;3
516;9;OLHÃO;56;;450;494;T1;;10;516;T1_0810;0810;516;13
485;24;OLIVEIRA DE AZEMÉIS;121;;354;461;T1;;10;485;T1_0113;0113;485;0
158;0;OLIVEIRA DE FRADES;21;;136;158;T1;;1;158;T1_1810;1810;158;0
232;21;OLIVEIRA DO BAIRRO;55;;171;201;T1;;6;232;T1_0114;0114;232;10
170;2;OLIVEIRA DO HOSPITAL;17;;150;165;T1;;3;170;T1_0611;0611;170;3
372;0;OURÉM;49;;312;370;T1;;11;372;T1_1421;1421;372;2
202;23;OURIQUE;24;;176;174;T1;;2;202;T1_0212;0212;202;5
327;0;OVAR;67;;249;313;T1;;11;327;T1_0115;0115;327;14
384;0;PAÇOS DE FERREIRA;52;;325;381;T1;;7;384;T1_1309;1309;384;3
899;0;PALMELA;168;;718;881;T1;;13;899;T1_1508;1508;899;18
131;0;PAMPILHOSA DA SERRA;26;;103;129;T1;;2;131;T1_0612;0612;131;2
892;74;PAREDES;157;;726;806;T1;;9;892;T1_1310;1310;892;12
163;0;PAREDES DE COURA;21;;139;160;T1;;3;163;T1_1605;1605;163;3
81;0;PEDRÓGÃO GRANDE;8;;72;79;T1;;1;81;T1_1013;1013;81;2
101;0;PENACOVA;16;;82;95;T1;;3;101;T1_0613;0613;101;6
665;94;PENAFIEL;158;;495;553;T1;;12;665;T1_1311;1311;665;18
105;10;PENALVA DO CASTELO;25;;78;92;T1;;2;105;T1_1811;1811;105;3
94;0;PENAMACOR;15;;79;94;T1;;0;94;T1_0507;0507;94;0
82;2;PENEDONO;9;;72;79;T1;;1;82;T1_1812;1812;82;1
104;0;PENELA;23;;79;101;T1;;2;104;T1_0614;0614;104;3
376;45;PENICHE;88;;283;322;T1;;5;376;T1_1014;1014;376;9
279;45;PESO DA RÉGUA;37;;238;228;T1;;4;279;T1_1708;1708;279;6
159;0;PINHEL;43;;114;157;T1;;2;159;T1_0910;0910;159;2
385;22;POMBAL;45;;328;360;T1;;12;385;T1_1015;1015;385;3
582;12;PONTA DELGADA;36;;528;546;T1;;18;582;T1_4203;4203;582;24
79;0;PONTA DO SOL;7;;70;76;T1;;2;79;T1_3105;3105;79;3
253;1;PONTE DA BARCA;32;;217;246;T1;;4;253;T1_1606;1606;253;6
515;9;PONTE DE LIMA;35;;474;502;T1;;6;515;T1_1607;1607;515;4
259;0;PONTE DE SOR;21;;233;250;T1;;5;259;T1_1213;1213;259;9
313;1;PORTALEGRE;46;;262;304;T1;;5;313;T1_1214;1214;313;8
216;17;PORTEL;22;;191;195;T1;;3;216;T1_0709;0709;216;4
877;37;PORTIMÃO;140;;722;821;T1;;15;877;T1_0811;0811;877;19
2740;268;PORTO;549;;2116;2387;T1;;75;2740;T1_1312;1312;2740;85
296;26;PORTO DE MÓS;30;;263;265;T1;;3;296;T1_1016;1016;296;5
68;8;PORTO MONIZ;3;;63;58;T1;;2;68;T1_3106;3106;68;2
116;3;PORTO SANTO;6;;109;113;T1;;1;116;T1_3201;3201;116;0
177;0;PÓVOA DE LANHOSO;35;;138;177;T1;;4;177;T1_0309;0309;177;0
654;41;PÓVOA DE VARZIM;131;;518;608;T1;;5;654;T1_1313;1313;654;5
97;0;POVOAÇÃO;6;;90;96;T1;;1;97;T1_4204;4204;97;1
169;1;PRAIA DA VITÓRIA;17;;148;167;T1;;4;169;T1_4302;4302;169;1
142;0;PROENÇA-A-NOVA;30;;110;137;T1;;2;142;T1_0508;0508;142;5
208;2;REDONDO;34;;171;201;T1;;3;208;T1_0710;0710;208;5
234;1;REGUENGOS DE MONSARAZ;33;;198;227;T1;;3;234;T1_0711;0711;234;6
252;0;RESENDE;32;;216;245;T1;;4;252;T1_1813;1813;252;7
87;0;RIBEIRA BRAVA;6;;81;87;T1;;0;87;T1_3107;3107;87;0
176;0;RIBEIRA DE PENA;23;;151;170;T1;;2;176;T1_1709;1709;176;6
246;0;RIBEIRA GRANDE;18;;222;246;T1;;6;246;T1_4205;4205;246;0
299;4;RIO MAIOR;34;;259;295;T1;;6;299;T1_1414;1414;299;0
129;0;SABROSA;19;;107;129;T1;;3;129;T1_1710;1710;129;0
160;0;SABUGAL;37;;117;154;T1;;6;160;T1_0911;0911;160;6
206;3;SALVATERRA DE MAGOS;33;;168;196;T1;;5;206;T1_1415;1415;206;7
144;2;SANTA COMBA DÃO;19;;125;141;T1;;0;144;T1_1814;1814;144;1
340;2;SANTA CRUZ;24;;313;338;T1;;3;340;T1_3108;3108;340;0
57;0;SANTA CRUZ DA GRACIOSA;5;;52;57;T1;;0;57;T1_4401;4401;57;0
51;1;SANTA CRUZ DAS FLORES;2;;49;47;T1;;0;51;T1_4802;4802;51;3
790;105;SANTA MARIA DA FEIRA;161;;605;684;T1;;24;790;T1_0109;0109;790;1
125;25;SANTA MARTA DE PENAGUIÃO;13;;110;98;T1;;2;125;T1_1711;1711;125;2
84;0;SANTANA;6;;75;84;T1;;3;84;T1_3109;3109;84;0
744;2;SANTARÉM;122;;611;738;T1;;11;744;T1_1416;1416;744;4
515;0;SANTIAGO DO CACÉM;64;;439;499;T1;;12;515;T1_1509;1509;515;16
372;2;SANTO TIRSO;73;;284;350;T1;;15;372;T1_1314;1314;372;20
252;0;SÃO BRÁS DE ALPORTEL;26;;224;247;T1;;2;252;T1_0812;0812;252;5
269;40;SÃO JOÃO DA MADEIRA;74;;190;224;T1;;5;269;T1_0116;0116;269;5
66;15;SÃO JOÃO DA PESQUEIRA;20;;43;48;T1;;3;66;T1_1815;1815;66;3
370;51;SÃO PEDRO DO SUL;44;;321;310;T1;;5;370;T1_1816;1816;370;9
50;3;SÃO ROQUE DO PICO;6;;43;45;T1;;1;50;T1_4603;4603;50;2
62;0;SÃO VICENTE;10;;52;59;T1;;0;62;T1_3110;3110;62;3
155;5;SARDOAL;12;;141;148;T1;;2;155;T1_1417;1417;155;2
173;3;SÁTÃO;18;;150;163;T1;;5;173;T1_1817;1817;173;7
211;10;SEIA;47;;161;198;T1;;3;211;T1_0912;0912;211;3
1539;0;SEIXAL;259;;1211;1456;T1;;69;1539;T1_1510;1510;1539;83
86;3;SERNANCELHE;22;;62;81;T1;;2;86;T1_1818;1818;86;2
307;6;SERPA;40;;262;295;T1;;5;307;T1_0213;0213;307;6
213;25;SERTÃ;31;;179;185;T1;;3;213;T1_0509;0509;213;3
860;15;SESIMBRA;159;;689;831;T1;;12;860;T1_1511;1511;860;14
1264;7;SETÚBAL;190;;1048;1220;T1;;26;1264;T1_1512;1512;1264;37
106;0;SEVER DO VOUGA;14;;91;106;T1;;1;106;T1_0117;0117;106;0
669;0;SILVES;100;;562;662;T1;;7;669;T1_0813;0813;669;7
398;7;SINES;69;;325;383;T1;;4;398;T1_1513;1513;398;8
2842;274;SINTRA;391;;2405;2507;T1;;46;2842;T1_1111;1111;2842;61
164;3;SOBRAL DE MONTE AGRAÇO;20;;141;155;T1;;3;164;T1_1112;1112;164;6
228;9;SOURE;36;;190;217;T1;;2;228;T1_0615;0615;228;2
141;7;SOUSEL;26;;112;128;T1;;3;141;T1_1215;1215;141;6
163;0;TÁBUA;31;;130;157;T1;;2;163;T1_0616;0616;163;6
99;2;TABUAÇO;18;;79;94;T1;;2;99;T1_1819;1819;99;3
245;3;TAROUCA;31;;211;241;T1;;3;245;T1_1820;1820;245;1
454;4;TAVIRA;95;;348;437;T1;;11;454;T1_0814;0814;454;13
201;0;TERRAS DE BOURO;35;;163;194;T1;;3;201;T1_0310;0310;201;7
462;29;TOMAR;69;;385;422;T1;;8;462;T1_1418;1418;462;11
282;69;TONDELA;39;;236;205;T1;;7;282;T1_1821;1821;282;8
141;1;TORRE DE MONCORVO;17;;121;134;T1;;3;141;T1_0409;0409;141;6
469;17;TORRES NOVAS;69;;392;444;T1;;8;469;T1_1419;1419;469;8
633;1;TORRES VEDRAS;95;;526;613;T1;;12;633;T1_1113;1113;633;19
150;0;TRANCOSO;30;;116;144;T1;;4;150;T1_0913;0913;150;6
305;0;TROFA;75;;220;290;T1;;10;305;T1_1318;1318;305;15
174;0;VAGOS;31;;137;163;T1;;6;174;T1_0118;0118;174;11
187;0;VALE DE CAMBRA;39;;143;185;T1;;5;187;T1_0119;0119;187;2
282;1;VALENÇA;28;;250;275;T1;;4;282;T1_1608;1608;282;6
577;0;VALONGO;102;;467;577;T1;;8;577;T1_1315;1315;577;0
179;0;VALPAÇOS;28;;147;171;T1;;4;179;T1_1712;1712;179;8
83;0;VELAS;2;;78;83;T1;;3;83;T1_4502;4502;83;0
219;1;VENDAS NOVAS;17;;200;214;T1;;2;219;T1_0712;0712;219;4
117;0;VIANA DO ALENTEJO;19;;95;112;T1;;3;117;T1_0713;0713;117;5
864;10;VIANA DO CASTELO;107;;740;831;T1;;17;864;T1_1609;1609;864;23
200;0;VIDIGUEIRA;24;;175;199;T1;;1;200;T1_0214;0214;200;1
138;15;VIEIRA DO MINHO;42;;93;118;T1;;3;138;T1_0311;0311;138;5
120;0;VILA DE REI;21;;97;118;T1;;2;120;T1_0510;0510;120;2
240;10;VILA DO BISPO;33;;205;224;T1;;2;240;T1_0815;0815;240;6
1051;118;VILA DO CONDE;97;;951;925;T1;;3;1051;T1_1316;1316;1051;8
96;12;VILA DO PORTO;6;;89;83;T1;;1;96;T1_4101;4101;96;1
149;36;VILA FLOR;26;;123;113;T1;;0;149;T1_0410;0410;149;0
769;4;VILA FRANCA DE XIRA;168;;580;744;T1;;21;769;T1_1114;1114;769;21
96;2;VILA FRANCA DO CAMPO;8;;86;92;T1;;2;96;T1_4206;4206;96;2
160;0;VILA NOVA DA BARQUINHA;15;;144;159;T1;;1;160;T1_1420;1420;160;1
219;5;VILA NOVA DE CERVEIRA;34;;181;213;T1;;4;219;T1_1610;1610;219;1
945;9;VILA NOVA DE FAMALICÃO;157;;770;904;T1;;18;945;T1_0312;0312;945;32
164;1;VILA NOVA DE FOZ CÔA;16;;144;159;T1;;4;164;T1_0914;0914;164;4
1844;434;VILA NOVA DE GAIA;632;;1179;1363;T1;;33;1844;T1_1317;1317;1844;47
0;0;VILA NOVA DE PAIVA;0;;0;0;T1;;0;0;T1_1822;1822;0;0
123;0;VILA NOVA DE POIARES;30;;92;119;T1;;1;123;T1_0617;0617;123;4
226;13;VILA POUCA DE AGUIAR;51;;171;205;T1;;4;226;T1_1713;1713;226;8
345;0;VILA REAL;68;;269;330;T1;;8;345;T1_1714;1714;345;15
366;0;VILA REAL DE SANTO ANTÓNIO;56;;301;353;T1;;9;366;T1_0816;0816;366;13
116;1;VILA VELHA DE RÓDÃO;19;;94;112;T1;;3;116;T1_0511;0511;116;3
357;0;VILA VERDE;44;;303;343;T1;;10;357;T1_0313;0313;357;14
147;0;VILA VIÇOSA;9;;135;141;T1;;3;147;T1_0714;0714;147;6
131;8;VIMIOSO;15;;111;115;T1;;5;131;T1_0411;0411;131;8
171;10;VINHAIS;27;;142;159;T1;;2;171;T1_0412;0412;171;2
733;234;VISEU;72;;653;484;T1;;8;733;T1_1823;1823;733;15
248;0;VIZELA;26;;221;243;T1;;1;248;T1_0314;0314;248;5
134;0;VOUZELA;20;;113;134;T1;;1;134;T1_1824;1824;134;0
356;0;ABRANTES;81;;267;348;T2;;8;356;T2_1401;1401;356;8
375;9;ÁGUEDA;62;;301;347;T2;;12;375;T2_0101;0101;375;19
98;0;AGUIAR DA BEIRA;13;;83;98;T2;;2;98;T2_0901;0901;98;0
177;4;ALANDROAL;30;;147;173;T2;;0;177;T2_0701;0701;177;0
231;15;ALBERGARIA-A-VELHA;39;;187;208;T2;;5;231;T2_0102;0102;231;8
1118;0;ALBUFEIRA;143;;956;1099;T2;;19;1118;T2_0801;0801;1118;19
395;1;ALCÁCER DO SAL;37;;353;394;T2;;5;395;T2_1501;1501;395;0
154;8;ALCANENA;23;;127;146;T2;;4;154;T2_1402;1402;154;0
319;0;ALCOBAÇA;57;;248;305;T2;;14;319;T2_1001;1001;319;14
342;5;ALCOCHETE;68;;269;332;T2;;5;342;T2_1502;1502;342;5
162;0;ALCOUTIM;19;;140;157;T2;;3;162;T2_0802;0802;162;5
555;0;ALENQUER;66;;481;542;T2;;8;555;T2_1101;1101;555;13
