TOTAL_RH;TOTAL_SEM_VINCULO_PERMANENTE;DSC_AUTARQUIA;TOTAL_TECNICOS_SUPERIORES;REPRESENTANTES_ELEITOS;TOTAL_FUNCIONARIOS_NAO_SUPERIORES;TOTAL_COM_VINCULO_PERMANENTE;CODIGO_PERIODO;CARGOS_MANDATOS_POLITICOS;TOTAL_DIRIGENTES;TOTAL_POR_TIPOLOGIA;ldk;CODIGOINE;TOTAL_POR_VINCULO;TOTAL_COMISSAO_DE_SERVICO
135;12;ALFÂNDEGA DA FÉ;25;;107;116;T2;;3;135;T2_0401;0401;135;7
139;0;ALIJÓ;19;;115;131;T2;;5;139;T2_1701;1701;139;8
167;0;ALJEZUR;21;;143;160;T2;;3;167;T2_0803;0803;167;7
191;32;ALJUSTREL;30;;157;152;T2;;4;191;T2_0201;0201;191;7
1588;120;ALMADA;215;;1310;1393;T2;;63;1588;T2_1503;1503;1588;75
157;2;ALMEIDA;32;;124;154;T2;;1;157;T2_0902;0902;157;1
242;0;ALMEIRIM;26;;216;238;T2;;0;242;T2_1403;1403;242;4
208;5;ALMODÔVAR;33;;172;200;T2;;3;208;T2_0202;0202;208;3
153;1;ALPIARÇA;14;;138;148;T2;;1;153;T2_1404;1404;153;4
142;6;ALTER DO CHÃO;20;;119;133;T2;;3;142;T2_1201;1201;142;3
86;0;ALVAIÁZERE;14;;72;83;T2;;0;86;T2_1002;1002;86;3
113;3;ALVITO;12;;98;107;T2;;3;113;T2_0203;0203;113;3
1557;130;AMADORA;198;;1326;1379;T2;;33;1557;T2_1115;1115;1557;48
492;2;AMARANTE;48;;434;480;T2;;10;492;T2_1301;1301;492;10
206;1;AMARES;24;;177;197;T2;;5;206;T2_0301;0301;206;8
225;16;ANADIA;30;;188;200;T2;;7;225;T2_0103;0103;225;9
236;1;ANGRA DO HEROÍSMO;33;;197;229;T2;;6;236;T2_4301;4301;236;6
102;3;ANSIÃO;14;;85;96;T2;;3;102;T2_1003;1003;102;3
304;0;ARCOS DE VALDEVEZ;29;;270;299;T2;;5;304;T2_1601;1601;304;5
186;6;ARGANIL;29;;157;178;T2;;0;186;T2_0601;0601;186;2
184;28;ARMAMAR;26;;156;152;T2;;2;184;T2_1801;1801;184;4
182;0;AROUCA;32;;146;178;T2;;4;182;T2_0104;0104;182;4
132;0;ARRAIOLOS;12;;117;128;T2;;3;132;T2_0702;0702;132;4
84;0;ARRONCHES;4;;79;82;T2;;1;84;T2_1202;1202;84;2
204;0;ARRUDA DOS VINHOS;22;;178;197;T2;;4;204;T2_1102;1102;204;7
543;0;AVEIRO;136;;394;526;T2;;13;543;T2_0105;0105;543;17
172;4;AVIS;36;;133;165;T2;;3;172;T2_1203;1203;172;3
305;3;AZAMBUJA;42;;259;293;T2;;4;305;T2_1103;1103;305;9
290;0;BAIÃO;38;;251;285;T2;;1;290;T2_1302;1302;290;5
629;52;BARCELOS;152;;453;556;T2;;24;629;T2_0302;0302;629;21
91;0;BARRANCOS;10;;77;86;T2;;4;91;T2_0204;0204;91;5
644;1;BARREIRO;117;;516;643;T2;;11;644;T2_1504;1504;644;0
71;0;BATALHA;12;;56;67;T2;;3;71;T2_1004;1004;71;4
467;2;BEJA;54;;411;461;T2;;2;467;T2_0205;0205;467;4
49;3;BELMONTE;7;;41;43;T2;;1;49;T2_0501;0501;49;3
307;0;BENAVENTE;48;;255;299;T2;;4;307;T2_1405;1405;307;8
162;11;BOMBARRAL;28;;132;147;T2;;2;162;T2_1005;1005;162;4
158;9;BORBA;14;;143;149;T2;;1;158;T2_0703;0703;158;0
113;0;BOTICAS;15;;94;106;T2;;4;113;T2_1702;1702;113;7
1425;19;BRAGA;99;;1300;1368;T2;;26;1425;T2_0303;0303;1425;38
344;6;BRAGANÇA;41;;294;329;T2;;9;344;T2_0402;0402;344;9
281;3;CABECEIRAS DE BASTO;23;;253;272;T2;;5;281;T2_0304;0304;281;6
186;0;CADAVAL;26;;155;178;T2;;5;186;T2_1104;1104;186;8
298;23;CALDAS DA RAINHA;27;;263;267;T2;;8;298;T2_1006;1006;298;8
146;0;CALHETA (MADEIRA);12;;133;145;T2;;1;146;T2_3101;3101;146;1
99;0;CALHETA (SÃO JORGE);2;;95;96;T2;;2;99;T2_4501;4501;99;3
223;0;CÂMARA DE LOBOS;15;;203;219;T2;;5;223;T2_3102;3102;223;4
277;0;CAMINHA;54;;221;274;T2;;2;277;T2_1602;1602;277;3
167;7;CAMPO MAIOR;19;;145;155;T2;;3;167;T2_1204;1204;167;5
212;0;CANTANHEDE;51;;156;203;T2;;5;212;T2_0602;0602;212;9
126;0;CARRAZEDA DE ANSIÃES;15;;111;124;T2;;0;126;T2_0403;0403;126;2
101;0;CARREGAL DO SAL;16;;82;97;T2;;3;101;T2_1802;1802;101;4
345;0;CARTAXO;42;;303;340;T2;;0;345;T2_1406;1406;345;5
1415;138;CASCAIS;440;;923;1212;T2;;52;1415;T2_1105;1105;1415;65
70;0;CASTANHEIRA DE PÊRA;10;;59;67;T2;;1;70;T2_1007;1007;70;3
380;0;CASTELO BRANCO;34;;340;371;T2;;6;380;T2_0502;0502;380;9
148;4;CASTELO DE PAIVA;23;;122;138;T2;;3;148;T2_0106;0106;148;6
136;0;CASTELO DE VIDE;15;;120;133;T2;;1;136;T2_1205;1205;136;3
252;68;CASTRO DAIRE;27;;221;176;T2;;4;252;T2_1803;1803;252;8
132;0;CASTRO MARIM;25;;103;126;T2;;4;132;T2_0804;0804;132;6
203;2;CASTRO VERDE;33;;168;196;T2;;2;203;T2_0206;0206;203;5
180;0;CELORICO DA BEIRA;29;;151;180;T2;;0;180;T2_0903;0903;180;0
266;22;CELORICO DE BASTO;50;;212;236;T2;;4;266;T2_0305;0305;266;8
158;0;CHAMUSCA;25;;133;158;T2;;0;158;T2_1407;1407;158;0
457;0;CHAVES;71;;375;442;T2;;11;457;T2_1703;1703;457;15
231;0;CINFÃES;20;;209;227;T2;;2;231;T2_1804;1804;231;4
1239;8;COIMBRA;268;;934;1183;T2;;37;1239;T2_0603;0603;1239;48
177;7;CONDEIXA-A-NOVA;24;;149;166;T2;;4;177;T2_0604;0604;177;4
101;4;CONSTÂNCIA;19;;80;95;T2;;2;101;T2_1408;1408;101;2
337;0;CORUCHE;28;;303;326;T2;;6;337;T2_1409;1409;337;11
27;6;CORVO;1;;26;21;T2;;0;27;T2_4901;4901;27;0
295;4;COVILHÃ;37;;249;290;T2;;9;295;T2_0503;0503;295;1
102;1;CRATO;8;;93;97;T2;;1;102;T2_1206;1206;102;4
114;6;CUBA;12;;100;106;T2;;2;114;T2_0207;0207;114;2
240;0;ELVAS;30;;206;232;T2;;4;240;T2_1207;1207;240;8
315;0;ENTRONCAMENTO;34;;276;307;T2;;5;315;T2_1410;1410;315;8
540;6;ESPINHO;63;;470;527;T2;;7;540;T2_0107;0107;540;7
161;6;ESPOSENDE;44;;111;155;T2;;6;161;T2_0306;0306;161;0
203;1;ESTARREJA;34;;164;194;T2;;5;203;T2_0108;0108;203;8
175;0;ESTREMOZ;22;;150;167;T2;;3;175;T2_0704;0704;175;8
987;3;ÉVORA;130;;843;966;T2;;14;987;T2_0705;0705;987;18
439;0;FAFE;46;;385;425;T2;;8;439;T2_0307;0307;439;14
741;0;FARO;136;;589;717;T2;;16;741;T2_0805;0805;741;24
664;63;FELGUEIRAS;117;;537;585;T2;;10;664;T2_1303;1303;664;16
212;4;FERREIRA DO ALENTEJO;29;;179;201;T2;;4;212;T2_0208;0208;212;7
114;0;FERREIRA DO ZÊZERE;20;;91;108;T2;;3;114;T2_1411;1411;114;6
481;28;FIGUEIRA DA FOZ;82;;391;441;T2;;8;481;T2_0605;0605;481;12
145;26;FIGUEIRA DE CASTELO RODRIGO;15;;127;113;T2;;3;145;T2_0904;0904;145;6
146;9;FIGUEIRÓ DOS VINHOS;36;;108;134;T2;;2;146;T2_1008;1008;146;3
93;0;FORNOS DE ALGODRES;9;;82;93;T2;;2;93;T2_0905;0905;93;0
159;5;FREIXO DE ESPADA À CINTA;13;;145;153;T2;;1;159;T2_0404;0404;159;1
84;10;FRONTEIRA;9;;73;70;T2;;2;84;T2_1208;1208;84;4
1608;19;FUNCHAL;122;;1455;1546;T2;;31;1608;T2_3103;3103;1608;43
286;15;FUNDÃO;76;;204;261;T2;;6;286;T2_0504;0504;286;10
116;2;GAVIÃO;7;;107;109;T2;;2;116;T2_1209;1209;116;5
147;5;GÓIS;24;;122;138;T2;;1;147;T2_0606;0606;147;4
110;0;GOLEGÃ;10;;98;108;T2;;2;110;T2_1412;1412;110;2
1410;16;GONDOMAR;132;;1260;1373;T2;;18;1410;T2_1304;1304;1410;21
183;0;GOUVEIA;25;;156;179;T2;;2;183;T2_0906;0906;183;4
411;0;GRÂNDOLA;86;;319;410;T2;;6;411;T2_1505;1505;411;1
561;49;GUARDA;122;;433;506;T2;;6;561;T2_0907;0907;561;6
1516;137;GUIMARÃES;253;;1235;1339;T2;;28;1516;T2_0308;0308;1516;40
164;0;HORTA;13;;148;161;T2;;3;164;T2_4701;4701;164;3
235;10;IDANHA-A-NOVA;48;;182;225;T2;;5;235;T2_0505;0505;235;0
254;49;ÍLHAVO;86;;160;205;T2;;8;254;T2_0110;0110;254;0
404;3;LAGOA (ALGARVE);27;;367;387;T2;;10;404;T2_0806;0806;404;14
138;2;LAGOA (SÃO MIGUEL);12;;123;135;T2;;3;138;T2_4201;4201;138;1
646;0;LAGOS;76;;555;646;T2;;15;646;T2_0807;0807;646;0
48;0;LAJES DAS FLORES;5;;43;45;T2;;0;48;T2_4801;4801;48;3
83;2;LAJES DO PICO;12;;70;79;T2;;1;83;T2_4601;4601;83;2
229;8;LAMEGO;58;;165;212;T2;;6;229;T2_1805;1805;229;9
650;16;LEIRIA;105;;528;604;T2;;17;650;T2_1009;1009;650;30
7452;47;LISBOA;2232;;5061;7233;T2;;159;7452;T2_1106;1106;7452;172
1495;5;LOULÉ;197;;1272;1456;T2;;26;1495;T2_0808;0808;1495;34
2088;46;LOURES;484;;1564;1990;T2;;40;2088;T2_1107;1107;2088;52
345;29;LOURINHÃ;42;;294;303;T2;;9;345;T2_1108;1108;345;13
211;1;LOUSÃ;25;;183;210;T2;;3;211;T2_0607;0607;211;0
615;0;LOUSADA;51;;557;615;T2;;7;615;T2_1305;1305;615;0
179;0;MAÇÃO;25;;153;176;T2;;1;179;T2_1413;1413;179;3
261;27;MACEDO DE CAVALEIROS;61;;197;226;T2;;3;261;T2_0405;0405;261;8
156;0;MACHICO;12;;137;150;T2;;7;156;T2_3104;3104;156;6
102;1;MADALENA;17;;83;100;T2;;2;102;T2_4602;4602;102;1
905;22;MAFRA;91;;801;865;T2;;13;905;T2_1109;1109;905;18
928;60;MAIA;207;;699;834;T2;;22;928;T2_1306;1306;928;34
244;0;MANGUALDE;32;;209;241;T2;;3;244;T2_1806;1806;244;3
63;0;MANTEIGAS;7;;54;60;T2;;2;63;T2_0908;0908;63;3
377;28;MARCO DE CANAVESES;54;;314;340;T2;;9;377;T2_1307;1307;377;9
265;8;MARINHA GRANDE;53;;204;246;T2;;8;265;T2_1010;1010;265;11
92;0;MARVÃO;7;;83;92;T2;;2;92;T2_1210;1210;92;0
1523;17;MATOSINHOS;415;;1067;1451;T2;;41;1523;T2_1308;1308;1523;55
255;2;MEALHADA;37;;210;245;T2;;8;255;T2_0111;0111;255;8
169;3;MEDA;32;;137;166;T2;;0;169;T2_0909;0909;169;0
266;14;MELGAÇO;48;;215;249;T2;;3;266;T2_1603;1603;266;3
259;0;MÉRTOLA;34;;221;252;T2;;4;259;T2_0209;0209;259;7
102;0;MESÃO FRIO;8;;92;97;T2;;2;102;T2_1704;1704;102;5
207;8;MIRA;29;;174;192;T2;;4;207;T2_0608;0608;207;7
167;18;MIRANDA DO CORVO;42;;122;144;T2;;3;167;T2_0609;0609;167;5
151;7;MIRANDA DO DOURO;24;;124;138;T2;;3;151;T2_0406;0406;151;6
308;4;MIRANDELA;47;;255;294;T2;;6;308;T2_0407;0407;308;10
136;0;MOGADOURO;11;;121;132;T2;;4;136;T2_0408;0408;136;4
124;0;MOIMENTA DA BEIRA;27;;93;119;T2;;4;124;T2_1807;1807;124;5
731;23;MOITA;87;;628;704;T2;;16;731;T2_1506;1506;731;4
239;0;MONÇÃO;23;;209;231;T2;;7;239;T2_1604;1604;239;8
205;0;MONCHIQUE;31;;174;202;T2;;0;205;T2_0809;0809;205;3
141;5;MONDIM DE BASTO;26;;111;130;T2;;4;141;T2_1705;1705;141;6
133;2;MONFORTE;20;;111;125;T2;;2;133;T2_1211;1211;133;6
265;22;MONTALEGRE;15;;246;243;T2;;4;265;T2_1706;1706;265;0
363;27;MONTEMOR-O-NOVO;55;;304;336;T2;;4;363;T2_0706;0706;363;0
199;5;MONTEMOR-O-VELHO;50;;146;193;T2;;3;199;T2_0610;0610;199;1
780;50;MONTIJO;105;;667;718;T2;;8;780;T2_1507;1507;780;12
138;14;MORA;17;;119;122;T2;;2;138;T2_0707;0707;138;2
141;8;MORTÁGUA;17;;121;128;T2;;3;141;T2_1808;1808;141;5
352;5;MOURA;44;;303;338;T2;;5;352;T2_0210;0210;352;9
168;0;MOURÃO;10;;158;168;T2;;0;168;T2_0708;0708;168;0
117;0;MURÇA;14;;101;115;T2;;2;117;T2_1707;1707;117;2
74;2;MURTOSA;13;;60;68;T2;;1;74;T2_0112;0112;74;4
101;0;NAZARÉ;17;;82;95;T2;;2;101;T2_1011;1011;101;6
188;13;NELAS;32;;156;175;T2;;0;188;T2_1809;1809;188;0
214;2;NISA;27;;186;209;T2;;1;214;T2_1212;1212;214;3
77;0;NORDESTE;4;;72;75;T2;;1;77;T2_4202;4202;77;2
284;2;ÓBIDOS;37;;243;274;T2;;4;284;T2_1012;1012;284;8
434;3;ODEMIRA;54;;373;420;T2;;7;434;T2_0211;0211;434;11
1180;64;ODIVELAS;282;;872;1076;T2;;26;1180;T2_1116;1116;1180;40
1743;34;OEIRAS;341;;1363;1655;T2;;39;1743;T2_1110;1110;1743;54
120;2;OLEIROS;18;;102;115;T2;;0;120;T2_0506;0506;120;3
524;10;OLHÃO;58;;456;501;T2;;10;524;T2_0810;0810;524;13
484;24;OLIVEIRA DE AZEMÉIS;121;;353;460;T2;;10;484;T2_0113;0113;484;0
157;0;OLIVEIRA DE FRADES;21;;135;157;T2;;1;157;T2_1810;1810;157;0
237;23;OLIVEIRA DO BAIRRO;55;;176;204;T2;;6;237;T2_0114;0114;237;10
169;2;OLIVEIRA DO HOSPITAL;16;;150;164;T2;;3;169;T2_0611;0611;169;3
376;0;OURÉM;52;;313;374;T2;;11;376;T2_1421;1421;376;2
201;23;OURIQUE;23;;176;173;T2;;2;201;T2_0212;0212;201;5
328;0;OVAR;68;;249;314;T2;;11;328;T2_0115;0115;328;14
382;0;PAÇOS DE FERREIRA;52;;323;379;T2;;7;382;T2_1309;1309;382;3
894;0;PALMELA;166;;715;876;T2;;13;894;T2_1508;1508;894;18
129;0;PAMPILHOSA DA SERRA;25;;101;126;T2;;3;129;T2_0612;0612;129;3
817;1;PAREDES;83;;725;804;T2;;9;817;T2_1310;1310;817;12
163;0;PAREDES DE COURA;21;;139;160;T2;;3;163;T2_1605;1605;163;3
80;0;PEDRÓGÃO GRANDE;8;;71;78;T2;;1;80;T2_1013;1013;80;2
100;0;PENACOVA;14;;82;93;T2;;4;100;T2_0613;0613;100;7
661;94;PENAFIEL;158;;491;549;T2;;12;661;T2_1311;1311;661;18
105;10;PENALVA DO CASTELO;25;;78;92;T2;;2;105;T2_1811;1811;105;3
94;0;PENAMACOR;15;;79;94;T2;;0;94;T2_0507;0507;94;0
79;0;PENEDONO;8;;70;78;T2;;1;79;T2_1812;1812;79;1
107;0;PENELA;23;;82;104;T2;;2;107;T2_0614;0614;107;3
333;4;PENICHE;49;;280;321;T2;;4;333;T2_1014;1014;333;8
266;31;PESO DA RÉGUA;25;;237;229;T2;;4;266;T2_1708;1708;266;6
160;1;PINHEL;45;;114;158;T2;;1;160;T2_0910;0910;160;1
388;23;POMBAL;45;;331;363;T2;;12;388;T2_1015;1015;388;2
581;13;PONTA DELGADA;37;;527;545;T2;;17;581;T2_4203;4203;581;23
79;0;PONTA DO SOL;7;;70;76;T2;;2;79;T2_3105;3105;79;3
252;1;PONTE DA BARCA;32;;216;245;T2;;4;252;T2_1606;1606;252;6
510;10;PONTE DE LIMA;35;;469;496;T2;;6;510;T2_1607;1607;510;4
257;0;PONTE DE SOR;22;;230;248;T2;;5;257;T2_1213;1213;257;9
310;1;PORTALEGRE;46;;259;301;T2;;5;310;T2_1214;1214;310;8
210;12;PORTEL;17;;190;194;T2;;3;210;T2_0709;0709;210;4
870;35;PORTIMÃO;138;;717;816;T2;;15;870;T2_0811;0811;870;19
2740;268;PORTO;549;;2116;2387;T2;;75;2740;T2_1312;1312;2740;85
284;14;PORTO DE MÓS;30;;251;265;T2;;3;284;T2_1016;1016;284;5
76;16;PORTO MONIZ;3;;71;58;T2;;2;76;T2_3106;3106;76;2
116;3;PORTO SANTO;6;;109;113;T2;;1;116;T2_3201;3201;116;0
177;0;PÓVOA DE LANHOSO;35;;138;177;T2;;4;177;T2_0309;0309;177;0
611;0;PÓVOA DE VARZIM;90;;516;606;T2;;5;611;T2_1313;1313;611;5
97;0;POVOAÇÃO;6;;90;96;T2;;1;97;T2_4204;4204;97;1
167;1;PRAIA DA VITÓRIA;17;;146;165;T2;;4;167;T2_4302;4302;167;1
142;0;PROENÇA-A-NOVA;30;;110;137;T2;;2;142;T2_0508;0508;142;5
205;0;REDONDO;34;;168;200;T2;;3;205;T2_0710;0710;205;5
233;1;REGUENGOS DE MONSARAZ;33;;197;226;T2;;3;233;T2_0711;0711;233;6
252;0;RESENDE;32;;216;245;T2;;4;252;T2_1813;1813;252;7
88;0;RIBEIRA BRAVA;6;;82;88;T2;;0;88;T2_3107;3107;88;0
176;0;RIBEIRA DE PENA;23;;151;170;T2;;2;176;T2_1709;1709;176;6
245;0;RIBEIRA GRANDE;18;;221;245;T2;;6;245;T2_4205;4205;245;0
297;4;RIO MAIOR;34;;257;293;T2;;6;297;T2_1414;1414;297;0
129;0;SABROSA;19;;107;129;T2;;3;129;T2_1710;1710;129;0
189;29;SABUGAL;47;;136;154;T2;;6;189;T2_0911;0911;189;6
209;3;SALVATERRA DE MAGOS;32;;172;199;T2;;5;209;T2_1415;1415;209;7
144;2;SANTA COMBA DÃO;19;;125;141;T2;;0;144;T2_1814;1814;144;1
340;2;SANTA CRUZ;24;;313;338;T2;;3;340;T2_3108;3108;340;0
57;0;SANTA CRUZ DA GRACIOSA;5;;52;57;T2;;0;57;T2_4401;4401;57;0
51;1;SANTA CRUZ DAS FLORES;2;;49;47;T2;;0;51;T2_4802;4802;51;3
785;105;SANTA MARIA DA FEIRA;160;;601;679;T2;;24;785;T2_0109;0109;785;1
107;4;SANTA MARTA DE PENAGUIÃO;7;;98;101;T2;;2;107;T2_1711;1711;107;2
84;0;SANTANA;6;;75;84;T2;;3;84;T2_3109;3109;84;0
741;2;SANTARÉM;121;;609;736;T2;;11;741;T2_1416;1416;741;3
506;0;SANTIAGO DO CACÉM;63;;431;490;T2;;12;506;T2_1509;1509;506;16
366;2;SANTO TIRSO;71;;280;344;T2;;15;366;T2_1314;1314;366;20
251;0;SÃO BRÁS DE ALPORTEL;26;;223;246;T2;;2;251;T2_0812;0812;251;5
237;9;SÃO JOÃO DA MADEIRA;42;;190;223;T2;;5;237;T2_0116;0116;237;5
66;13;SÃO JOÃO DA PESQUEIRA;19;;44;50;T2;;3;66;T2_1815;1815;66;3
369;49;SÃO PEDRO DO SUL;44;;320;311;T2;;5;369;T2_1816;1816;369;9
50;3;SÃO ROQUE DO PICO;6;;43;45;T2;;1;50;T2_4603;4603;50;2
62;0;SÃO VICENTE;10;;52;59;T2;;0;62;T2_3110;3110;62;3
155;5;SARDOAL;12;;141;148;T2;;2;155;T2_1417;1417;155;2
172;3;SÁTÃO;18;;149;162;T2;;5;172;T2_1817;1817;172;7
211;10;SEIA;46;;161;197;T2;;4;211;T2_0912;0912;211;4
1534;0;SEIXAL;316;;1211;1513;T2;;7;1534;T2_1510;1510;1534;21
85;3;SERNANCELHE;22;;61;80;T2;;2;85;T2_1818;1818;85;2
327;27;SERPA;38;;284;294;T2;;5;327;T2_0213;0213;327;6
213;25;SERTÃ;31;;179;185;T2;;3;213;T2_0509;0509;213;3
867;17;SESIMBRA;160;;695;836;T2;;12;867;T2_1511;1511;867;14
1260;7;SETÚBAL;187;;1047;1216;T2;;26;1260;T2_1512;1512;1260;37
105;0;SEVER DO VOUGA;14;;90;105;T2;;1;105;T2_0117;0117;105;0
665;0;SILVES;98;;557;655;T2;;10;665;T2_0813;0813;665;10
390;2;SINES;63;;323;380;T2;;4;390;T2_1513;1513;390;8
2818;212;SINTRA;387;;2385;2545;T2;;46;2818;T2_1111;1111;2818;61
164;3;SOBRAL DE MONTE AGRAÇO;20;;141;155;T2;;3;164;T2_1112;1112;164;6
219;0;SOURE;28;;189;217;T2;;2;219;T2_0615;0615;219;2
141;7;SOUSEL;26;;112;128;T2;;3;141;T2_1215;1215;141;6
163;0;TÁBUA;31;;130;157;T2;;2;163;T2_0616;0616;163;6
97;0;TABUAÇO;18;;77;94;T2;;2;97;T2_1819;1819;97;3
244;3;TAROUCA;30;;211;240;T2;;3;244;T2_1820;1820;244;1
452;4;TAVIRA;95;;346;435;T2;;11;452;T2_0814;0814;452;13
199;0;TERRAS DE BOURO;35;;161;192;T2;;3;199;T2_0310;0310;199;7
471;32;TOMAR;71;;391;427;T2;;9;471;T2_1418;1418;471;12
261;48;TONDELA;18;;236;205;T2;;7;261;T2_1821;1821;261;8
141;1;TORRE DE MONCORVO;17;;121;134;T2;;3;141;T2_0409;0409;141;6
466;16;TORRES NOVAS;68;;390;442;T2;;8;466;T2_1419;1419;466;8
634;1;TORRES VEDRAS;95;;527;614;T2;;12;634;T2_1113;1113;634;19
148;0;TRANCOSO;30;;114;142;T2;;4;148;T2_0913;0913;148;6
300;0;TROFA;74;;216;285;T2;;10;300;T2_1318;1318;300;15
175;0;VAGOS;32;;137;164;T2;;6;175;T2_0118;0118;175;11
184;0;VALE DE CAMBRA;39;;140;182;T2;;5;184;T2_0119;0119;184;2
280;1;VALENÇA;28;;248;273;T2;;4;280;T2_1608;1608;280;6
556;0;VALONGO;101;;447;556;T2;;8;556;T2_1315;1315;556;0
180;0;VALPAÇOS;28;;148;172;T2;;4;180;T2_1712;1712;180;8
81;0;VELAS;2;;76;81;T2;;3;81;T2_4502;4502;81;0
216;1;VENDAS NOVAS;17;;197;211;T2;;2;216;T2_0712;0712;216;4
116;0;VIANA DO ALENTEJO;20;;94;112;T2;;2;116;T2_0713;0713;116;4
857;10;VIANA DO CASTELO;107;;733;824;T2;;17;857;T2_1609;1609;857;23
199;0;VIDIGUEIRA;24;;174;198;T2;;1;199;T2_0214;0214;199;1
124;1;VIEIRA DO MINHO;28;;93;118;T2;;3;124;T2_0311;0311;124;5
119;0;VILA DE REI;21;;96;117;T2;;2;119;T2_0510;0510;119;2
238;8;VILA DO BISPO;30;;206;224;T2;;2;238;T2_0815;0815;238;6
1043;118;VILA DO CONDE;96;;944;917;T2;;3;1043;T2_1316;1316;1043;8
96;12;VILA DO PORTO;6;;89;83;T2;;1;96;T2_4101;4101;96;1
193;80;VILA FLOR;26;;167;113;T2;;0;193;T2_0410;0410;193;0
767;4;VILA FRANCA DE XIRA;165;;581;742;T2;;21;767;T2_1114;1114;767;21
96;2;VILA FRANCA DO CAMPO;8;;86;92;T2;;2;96;T2_4206;4206;96;2
160;0;VILA NOVA DA BARQUINHA;15;;144;159;T2;;1;160;T2_1420;1420;160;1
222;10;VILA NOVA DE CERVEIRA;34;;184;211;T2;;4;222;T2_1610;1610;222;1
943;9;VILA NOVA DE FAMALICÃO;157;;768;902;T2;;18;943;T2_0312;0312;943;32
165;1;VILA NOVA DE FOZ CÔA;16;;145;160;T2;;4;165;T2_0914;0914;165;4
1441;13;VILA NOVA DE GAIA;247;;1162;1382;T2;;32;1441;T2_1317;1317;1441;46
0;0;VILA NOVA DE PAIVA;0;;0;0;T2;;0;0;T2_1822;1822;0;0
122;0;VILA NOVA DE POIARES;30;;91;118;T2;;1;122;T2_0617;0617;122;4
223;13;VILA POUCA DE AGUIAR;51;;168;202;T2;;4;223;T2_1713;1713;223;8
344;0;VILA REAL;68;;268;329;T2;;8;344;T2_1714;1714;344;15
367;0;VILA REAL DE SANTO ANTÓNIO;56;;302;354;T2;;9;367;T2_0816;0816;367;13
116;1;VILA VELHA DE RÓDÃO;19;;94;112;T2;;3;116;T2_0511;0511;116;3
357;0;VILA VERDE;44;;303;343;T2;;10;357;T2_0313;0313;357;14
144;0;VILA VIÇOSA;10;;132;139;T2;;2;144;T2_0714;0714;144;5
131;8;VIMIOSO;17;;111;115;T2;;3;131;T2_0411;0411;131;8
162;6;VINHAIS;22;;138;154;T2;;2;162;T2_0412;0412;162;2
726;233;VISEU;72;;646;478;T2;;8;726;T2_1823;1823;726;15
245;0;VIZELA;26;;218;240;T2;;1;245;T2_0314;0314;245;5
135;0;VOUZELA;20;;114;135;T2;;1;135;T2_1824;1824;135;0
