DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
1922543.94;17776;VALENÇA;0;171604.37;T2_1608;9169579.5;11992.75;2637838.99;T2;3611099;5001080.77;1608;222308.88;428705.09;145710.48;3946189.85
4391899.01;0;VALONGO;8210.07;132129.11;T2_1315;14193930.22;370637.89;5820413.03;T2;422039.71;11651037.46;1315;1924832.35;1068087.53;55681.52;618060.41
2116151.93;298331.69;VALPAÇOS;159064.29;328273.77;T2_1712;7040982.62;92633.28;2178817.56;T2;204745.58;5122400.93;1712;721527.67;734798.16;206638.69;1197054.02
465000.06;0;VELAS;0;0;T2_4502;2934206.52;141799.23;815907.96;T2;659628.86;1783463.62;4502;473448.34;360756.37;17665.7;677294.56
1233948.41;0;VENDAS NOVAS;9222.27;74459;T2_0712;3874848.5;111117.49;1931103.35;T2;4521.64;3453692.99;0712;278279.88;177523.74;54672.72;142875.63
1040810.48;1052;VIANA DO ALENTEJO;4190.62;56008.53;T2_0713;3302507.94;7951.55;1197031.56;T2;0;2634285.79;0713;237701.15;388492.2;369269.85;430521
4894447.78;644177.88;VIANA DO CASTELO;0;368823.85;T2_1609;24150656.43;166528.5;8299381.73;T2;1962544.58;15375606.14;1609;5203612.72;2015248.13;595891.26;3571437.57
811769.9;0;VIDIGUEIRA;2758.67;0;T2_0214;4032797.89;4053.98;1679825.36;T2;548487.03;2771517.26;0214;207195.23;275868.02;502839.7;1054085.4
1953563.51;28100.43;VIEIRA DO MINHO;3347.66;343542.61;T2_0311;6012469.59;174178.25;1394595.21;T2;364537.17;4225527.94;0311;890142.56;703190.97;157271.22;896799.09
628520.94;7296.09;VILA DE REI;0;132182.29;T2_0510;2265076.4;13415.83;1049607.08;T2;45423.9;1838965.92;0510;141526.2;147422.07;99682;284584.28
1315253.2;250384.86;VILA DO BISPO;18826.42;6662.56;T2_0815;5065556.7;59310.91;2006745.68;T2;198608.21;3961063.18;0815;74105.09;579753.39;555906.38;1030388.43
4823558.15;92119.43;VILA DO CONDE;3703;467069.25;T2_1316;19050603.73;811926.13;7870085.23;T2;342067.01;15253626.62;1316;2784793.83;1748057.11;107224.59;1012183.28
562981.33;7500;VILA DO PORTO;32906.9;41885.69;T2_4101;2361052.39;1679.64;950184.32;T2;8519.43;1678512.57;4101;390927.86;163667.28;200799.94;291611.96
1126032.7;1638.36;VILA FLOR;30165.02;86938.69;T2_0410;3372343.14;2409.64;1322122.41;T2;157874.68;2767586.21;0410;189496.96;317021.46;138643.22;415259.97
6789358.76;335282.25;VILA FRANCA DE XIRA;8815.89;26523.65;T2_1114;21864845.14;97780.8;8473250.49;T2;300318.45;18445274.54;1114;1644479.38;3084884.49;1104150.98;1775091.22
788058.17;85000;VILA FRANCA DO CAMPO;296671.92;595357.77;T2_4206;4856815.9;478044.74;1206589.8;T2;0;2704264.87;4206;715825.94;231572.16;459695.4;1436725.09
1166715.04;0;VILA NOVA DA BARQUINHA;4112.73;15084.9;T2_1420;3800151.84;35547.59;1403795.87;T2;606838.21;2787344.97;1420;301288.76;181286.47;85482.27;711518.11
1529727.72;2800;VILA NOVA DE CERVEIRA;50917.33;209709.06;T2_1610;6657486.21;30591.69;1932713.18;T2;1480426.77;3797391.88;1610;448017.22;304359.29;668223.95;2412077.11
10547640.05;133691.06;VILA NOVA DE FAMALICÃO;149829.79;1189151.57;T2_0312;31106310.1;274516.23;9466274.59;T2;1828305.39;22105486.53;0312;5088933.48;1817055.66;610912.28;3911890.09
1939074.16;1000;VILA NOVA DE FOZ CÔA;13353.3;44094.13;T2_0914;4988072.59;23510.76;1454322.13;T2;487766.41;4047211.33;0914;230701.49;630304.28;163945.93;710159.77
17427256.78;81458.45;VILA NOVA DE GAIA;0;548302.34;T2_1317;59452513.56;2300801.79;18626713.3;T2;2463195.51;41617335.71;1317;11604778.64;3262563.84;3137442.91;6230399.21
1030308.48;159733.74;VILA NOVA DE PAIVA;12560.35;391569.93;T2_1822;3414313.81;21554.77;1145411.69;T2;36744.27;2354109.36;1822;323996.89;156834.42;135599.27;736207.56
948806.93;6897;VILA NOVA DE POIARES;17927.17;7703.85;T2_0617;3463478.73;380710.82;1152467.24;T2;2499.42;2555910.49;0617;857921.9;73925.5;14618.9;49646.34
2419373.06;461034.69;VILA POUCA DE AGUIAR;52605.71;530056.63;T2_1713;9308928.8;31213;2343346.31;T2;972879.84;5624301.4;1713;304721.27;830369.03;1363329.26;3379906.13
2801950.74;95376.38;VILA REAL;92243.49;980171.68;T2_1714;14222889.72;72094.67;3751944.93;T2;1071275.32;8596198.36;1714;1498841.03;1970208.02;1888783.46;4127850.33
2462743.81;35000;VILA REAL DE SANTO ANTÓNIO;14259.04;18929.81;T2_0816;9113184.48;2380532.67;2370993.21;T2;25582.1;7984491.53;0816;1017516.82;770221.84;17405.18;111176.13
771670.17;1505.4;VILA VELHA DE RÓDÃO;13568.48;28805.54;T2_0511;2755809.92;2720.13;1284358.88;T2;1481.2;2403253.71;0511;113128.91;344504.53;194066.68;239427.3
4374573.6;21500;VILA VERDE;0;549454.91;T2_0313;15367779.75;233232.3;3751264.94;T2;3146306.99;9805752.9;0313;1406625.82;1446682.06;438139.13;4155401.03
960410.94;0;VILA VIÇOSA;39335.63;158199.96;T2_0714;3651872.43;32724.34;1443715.26;T2;64382.63;2705267.32;0714;530474.89;268416.78;154212;416130.22
1335452.87;7000;VIMIOSO;1977.23;143048.36;T2_0411;3590504.79;15083.49;1266592.06;T2;1880.01;2873726.7;0411;183431.67;256598.28;379440.82;533346.42
1588926.61;4000;VINHAIS;278723.89;134819.33;T2_0412;5850646.57;18289.61;1739426.15;T2;91533.78;4112762.27;0412;720994.37;766119.9;507812.93;1016889.93
6356177.94;729802.13;VISEU;42986.8;176393.47;T2_1823;21131225.33;106338.97;6037679.01;T2;1693667.02;16063149.59;1823;2068492.84;3562953.67;356733.48;2999582.9
1618116.94;66250;VIZELA;1911.92;426733.16;T2_0314;7458055.11;268666.42;2261511.61;T2;1102062.51;4838346.35;0314;740315.59;690051.38;282435.58;1879393.17
1045386.12;1932.5;VOUZELA;9493.94;55203.44;T2_1824;4482587.47;34829.91;1288249.97;T2;115875.44;2903102.05;1824;863617.72;534636.05;533362.38;715867.7
