DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
747816.63;1429.9;MONTEMOR-O-NOVO;2880.13;6830.2;T1_0706;3354709.28;5480.55;1447616.79;T1;416555.09;2469115.7;0706;354299.03;268201.73;103599.23;531294.55
1177080.44;333649.6;MONTEMOR-O-VELHO;185154.74;174294;T1_0610;3457690.27;265161.19;941258.71;T1;218515.13;2554939.48;0610;75262.79;171439.14;249524.13;827488
1723570.44;2121.5;MONTIJO;10350.37;61471.07;T1_1507;6041209.42;30546.44;3019560.32;T1;301039.79;5140921.84;1507;397579.93;367244.64;127724.92;502707.65
460517.01;7968.77;MORA;10666.23;21764.58;T1_0707;1694989.34;1942.82;582684.9;T1;19839.64;1197922;0707;46510.42;152777.27;390317.7;450556.92
340283.25;53067.54;MORTÁGUA;13164.92;160427.26;T1_1808;1598063.81;7466.07;563564.19;T1;15352.1;1101880.25;1808;173767.96;190566.74;80403.78;322415.6
712892.2;0;MOURA;125385.15;5448.93;T1_0210;3398762.45;37081.79;1411089.62;T1;0;2353457.79;0210;357870.09;192394.18;556600.49;687434.57
195698.29;0;MOURÃO;151.37;0;T1_0708;1060453.68;38520.05;678952.79;T1;0;974485.19;0708;77691.04;61314.06;8126.08;8277.45
506099.66;0;MURÇA;1379.77;44396.95;T1_1707;1456180.75;46623.13;540158.14;T1;12865.57;1163501.23;1707;231037.23;70620.3;3000;61642.29
314060.72;3042.49;MURTOSA;424.35;138509.87;T1_0112;1154748.1;1827.92;388222.82;T1;65576.36;832786.11;0112;41122.6;128674.65;73286.32;280839.39
934949.32;0;NAZARÉ;4322.15;4913.44;T1_1011;8748512.99;367190.67;1380789.74;T1;5071121.98;2951206.5;1011;251893.4;268276.77;465055.52;5545413.09
493513.34;32396.2;NELAS;5410.36;16909.95;T1_1809;1782920.82;129104.97;715280.99;T1;34748.88;1501325.09;1809;182434.93;163425.79;9695.41;99160.8
562348.19;0;NISA;0;684.13;T1_1212;1776631.42;7887.97;913606.03;T1;64316.53;1574817.65;1212;69930.22;90975.46;66882.89;131883.55
175899.88;0;NORDESTE;0;0;T1_4202;762057.23;92645.2;298500.76;T1;0;676645.1;4202;35131.01;109599.26;50281.12;50281.12
800336.7;0;ÓBIDOS;70321.89;5694.62;T1_1012;2578968.97;19827.34;1113088.23;T1;0;2100646.39;1012;327173.94;167394.12;75132.13;151148.64
1718509.39;8890;ODEMIRA;60025;31019.31;T1_0211;5686082.25;9845.77;1918319.33;T1;75978.65;4523504.02;0211;512122.87;876829.53;474542.4;650455.36
5106714.48;100750;ODIVELAS;51622;242894.23;T1_1116;13938418.11;152998.06;5522484.48;T1;215878.75;12119664.89;1116;1121427.95;1337467.87;86180.29;697325.27
6356951.88;111176.64;OEIRAS;712510.78;565001.28;T1_1110;18239386.23;21067.41;7235453.72;T1;1186426.21;14763946.35;1110;546546.83;1150473.34;353778.14;2928893.05
787751.42;2598.44;OLEIROS;19254.96;320308.86;T1_0506;2110833.55;9589.62;495921.02;T1;2786.59;1553387.52;0506;117436.26;260125.46;95060.92;440009.77
871337.68;0;OLHÃO;0;2472.24;T1_0810;3601692.04;26962.08;1815072.37;T1;0;3157789.83;0810;429131.45;444417.7;12298.52;14770.76
1693205.87;181580.87;OLIVEIRA DE AZEMÉIS;883.16;144054.95;T1_0113;6596938.5;69763.42;2227120.31;T1;154510.6;4621722.3;0113;1388766.36;631632.7;105420.26;586449.84
520367.53;4368.1;OLIVEIRA DE FRADES;13517.66;245325.99;T1_1810;2459886.94;7157.59;631673.9;T1;682195.53;1288392.35;1810;85352.31;129193.33;140735;1086142.28
846987.76;10000;OLIVEIRA DO BAIRRO;1190.64;135455.4;T1_0114;3301197.1;37630.96;1005307.67;T1;721534.34;2026344.1;0114;350063.83;136417.71;56608.79;924789.17
1160636.23;500.89;OLIVEIRA DO HOSPITAL;132150.84;22341.52;T1_0611;2864107.52;2653.75;829904.74;T1;38944.57;2391391.67;0611;198129.96;398196.95;80648.07;274585.89
1922734.91;139428.37;OURÉM;5547.87;36601.97;T1_1421;4775136.32;116813.72;1525597.17;T1;128619.14;3811683.3;1421;601430.96;246537.5;51824.71;362022.06
538130.07;6271.16;OURIQUE;137641.73;47709.65;T1_0212;2435694;21074.77;896427.96;T1;20013.54;1657476.35;0212;514782.75;201843.55;51798.82;263434.9
1802372.8;139209.22;OVAR;0;522174.34;T1_0115;5087316.28;1493.02;1606681.45;T1;98123.82;4246091.31;0115;13279.84;835544.04;68437.75;827945.13
1626364.7;4614.37;PAÇOS DE FERREIRA;0;131847.83;T1_1309;4629964.17;129972.48;1803414.73;T1;174862.54;4052311.78;1309;229437.57;492559.87;36890.08;348214.82
2811394.91;0;PALMELA;159.27;106651.14;T1_1508;7937113.83;108261.77;4062922.87;T1;11231.61;7491397.12;1508;308049.29;508817.57;19625.4;137667.42
764329.43;0;PAMPILHOSA DA SERRA;28024.35;238806.21;T1_0612;2199398.38;140.82;559471.94;T1;20190.14;1637533.7;0612;65823.81;313591.51;209020.17;496040.87
3135060.44;17157.93;PAREDES;46957.36;365587.8;T1_1310;10967293.14;148175.77;3203381.25;T1;442656.7;7464657.12;1310;2554433.46;978039.66;75842.77;948202.56
370799.91;0;PAREDES DE COURA;1974.15;75511.75;T1_1605;1602969.95;86746.68;660531.55;T1;73669.8;1214857.01;1605;230496.39;96778.87;6460.85;157616.55
395950.09;6210;PEDRÓGÃO GRANDE;0;23658.69;T1_1013;959376.59;5315.37;338312.89;T1;0;842192.38;1013;66744.5;102614.03;20571.02;50439.71
791105.4;0;PENACOVA;48224.48;221610.36;T1_0613;2276446.33;9046.29;566753.05;T1;77813.75;1706803.21;0613;110433.3;339898.47;111561.23;459209.82
1315111.29;0;PENAFIEL;163325.48;454000.1;T1_1311;6879634.74;42289.33;2525192.48;T1;762747.67;4709794.74;1311;487733.87;827201.64;302032.88;1682106.13
528048.2;3455.09;PENALVA DO CASTELO;9178.94;109531.84;T1_1811;1599549.55;492.47;455851.67;T1;71005.99;1200719.43;1811;159831.5;216327.09;45826.76;238998.62
924269.68;8000;PENAMACOR;240458.09;14750.02;T1_0507;2301243.18;9440.28;445911.19;T1;159104.58;1581533.23;0507;140506.21;201912.08;156891.05;579203.74
278202.17;20099.37;PENEDONO;68121.26;63805.95;T1_1812;969249.87;0;350692.07;T1;70552.53;712347.24;1812;6000;83453;28323.52;250902.63
471661.57;2746.18;PENELA;14285.96;128174.77;T1_0614;1443060.02;8674.03;439589.59;T1;29947.66;1050389.26;0614;126820.01;130464.07;90696.18;265850.75
938613.9;9789.04;PENICHE;0;34490.99;T1_1014;3193962.57;5258.75;1421899.47;T1;167385.71;2756607.65;1014;130439.58;390835.53;95249.6;306915.34
881925.26;7491.83;PESO DA RÉGUA;18847.63;138726.43;T1_1708;2995039.96;41632.68;986536.65;T1;382864.17;2008450.23;1708;187085.28;98355.64;251574.39;799504.45
1151200.27;0;PINHEL;50546.34;243597.7;T1_0910;2844489.47;15575.26;737777.74;T1;231161.98;2043825.44;0910;216863;139272.17;58495.01;583801.03
1982294.6;154267.5;POMBAL;184286.94;360022.58;T1_1015;6344933.3;14803.39;1583436.46;T1;244917.65;4353911.25;1015;490793.42;773376.8;556733.96;1500228.63
2189825.72;183;PONTA DELGADA;26197.89;128615.1;T1_4203;6804880.2;51260.52;2723501.71;T1;43204.17;5724270.62;4203;473971.33;759682.67;408438.09;606638.25
431905.42;3296;PONTA DO SOL;4595.86;31551.97;T1_3105;1063029.25;1177.71;356224.03;T1;4936.99;901454.99;3105;106076.68;112147.83;11116.76;55497.58
741997.9;0;PONTE DA BARCA;0;119956.8;T1_1606;2780012.21;25394.88;950906.31;T1;51414.03;2057769.81;1606;268743.12;339470.72;282128.45;453499.28
1691226.9;297975.51;PONTE DE LIMA;139211.92;75598.51;T1_1607;5585542.09;2527.42;1774066.47;T1;33961.01;4467205.79;1607;326781.5;999385;244807.85;791554.8
934217.88;35000;PONTE DE SOR;42971.24;106785.5;T1_1213;3360064.75;1415.21;1024513.23;T1;24411.96;2524133.1;1213;31471.76;563986.78;595291.19;804459.89
1036252.77;42902.71;PORTALEGRE;24865.55;29639.22;T1_1214;3177611.85;8262.8;1372966.01;T1;260803.82;2462549.9;1214;301627.27;45068.32;55223.38;413434.68
412449.65;0;PORTEL;10499.4;2952;T1_0709;1726131.23;17453.23;820635.82;T1;67167.81;1523706.33;0709;90374.38;273167.63;31431.31;112050.52
1341239.32;6000;PORTIMÃO;0;102952.4;T1_0811;7967301.64;547827.95;3384889.33;T1;298511.23;7203023.15;0811;167078.76;1929066.55;189736.1;597199.73
8696829.51;28561.75;PORTO;234309.95;668186.71;T1_1312;30087426.95;766460.21;13781744.42;T1;365614.27;25638191.01;1312;2546957.14;2393156.87;605606.12;1902278.8
1103782.55;635;PORTO DE MÓS;21480.73;5225.16;T1_1016;2516342.24;4660.79;1082477.02;T1;0;2283270.6;1016;83685.35;92350.24;122045.4;149386.29
192529.4;0;PORTO MONIZ;0;0;T1_3106;663233.98;8672.15;266858.04;T1;0;578780.01;3106;83304.47;110720.42;1149.5;1149.5
144935.12;441.36;PORTO SANTO;0;0;T1_3201;713051.24;670.98;460548.61;T1;0;654040.73;3201;56914.75;47886.02;1654.4;2095.76
861393.33;0;PÓVOA DE LANHOSO;113424.37;46123.65;T1_0309;3064867.63;16464.32;924139.25;T1;215842.59;2067367.87;0309;230914.95;265370.97;391194.2;766584.81
3368732.75;9795.08;PÓVOA DE VARZIM;116604.63;843116.34;T1_1313;10031899.01;19367.63;2888757.06;T1;257066.29;7375856.59;1313;682746.08;1098999.15;746714;1973296.34
89737.17;148.76;POVOAÇÃO;51278.33;12618.4;T1_4204;1300187.19;14681.08;459360.49;T1;124135.16;766831.2;4204;295621.21;203052.46;49554.13;237734.78
299488.8;16800;PRAIA DA VITÓRIA;0;115762.09;T1_4302;2313459.52;14627.78;737506.09;T1;0;1464206.65;4302;660787.41;412583.98;55903.37;188465.46
817780.07;5712.69;PROENÇA-A-NOVA;0;68886.21;T1_0508;1997638.17;5007.42;618904.45;T1;10461.57;1612543.08;0508;76089.61;170851.14;223945.01;309005.48
550144.05;731.68;REDONDO;11832.56;239939.55;T1_0710;1949430.09;0;927622.14;T1;36133.31;1649383.33;0710;434.03;171617.14;10975.63;299612.73
815705.39;0;REGUENGOS DE MONSARAZ;3991.35;46055.49;T1_0711;3153023.51;36325.38;959524;T1;45779.4;2140786.24;0711;830279.39;329231.47;86131.64;181957.88
647866.33;0;RESENDE;15821.21;4351.1;T1_1813;2040661.59;26157.88;1018252.22;T1;2870.18;1825390.33;1813;141042.09;133113.9;51186.68;74229.17
229473.35;7926.22;RIBEIRA BRAVA;0;284073.51;T1_3107;1803843.6;314407.86;371796.37;T1;0;1023834.83;3107;367010.62;108157.25;120998.42;412998.15
623713.22;0;RIBEIRA DE PENA;172075.29;17041.24;T1_1709;2558693.48;16179.25;753038.39;T1;881.81;2125481.19;1709;99099.16;732550.33;144114.79;334113.13
1031803.92;5185.19;RIBEIRA GRANDE;100305.23;833890.55;T1_4205;4327525.7;17520.34;1136987;T1;111700.41;2377889.68;4205;282841.92;191578.42;615712.72;1666794.1
1563704.37;3895.5;RIO MAIOR;76626.2;231147.57;T1_1414;4210143.95;44817.21;1209063.74;T1;7380;3055973.85;1414;784345.06;238388.53;50775.77;369825.04
630606.16;0;SABROSA;13677.23;29986.42;T1_1710;1644626.6;4852.45;571265.86;T1;41145.44;1292874.17;1710;206247.34;86149.7;60696;145505.09
745965.95;376.25;SABUGAL;70413.76;209510.59;T1_0911;3060844.97;8732.19;793903.46;T1;94650.91;2319748.42;0911;205950.87;771146.82;160194.17;535145.68
732511.7;0;SALVATERRA DE MAGOS;0;1510.2;T1_1415;2069515.34;12335.84;916950.74;T1;1615.93;1983822.07;1415;58673.95;322023.79;23893.19;27019.32
880329.66;981.83;SANTA COMBA DÃO;150102.76;342552.08;T1_1814;4129465.78;227471.95;564227.12;T1;505263.99;1762416.94;1814;1165715.49;90388.21;202432.69;1201333.35
621182.66;0;SANTA CRUZ;154676.41;776816.96;T1_3108;4305568.29;748234.79;1492066.51;T1;64361.85;2944008.03;3108;365558.64;82524.07;146.4;996001.62
197003.77;139722.42;SANTA CRUZ DA GRACIOSA;6662.9;20071.44;T1_4401;883294.75;8569.59;255274.13;T1;15605.55;629556.59;4401;41575.74;168709.1;30100.11;212162.42
97653.02;5109.67;SANTA CRUZ DAS FLORES;0;50292.1;T1_4802;491278.97;1804.89;219204.13;T1;31200.7;336895.02;4802;61194.98;18232.98;6586.5;93188.97
2935934.09;105207.74;SANTA MARIA DA FEIRA;53363.89;103822.65;T1_0109;9636917.08;110365.79;3209777.38;T1;529522.89;7346223.71;0109;1008309.02;1090146.45;490467.18;1282384.35
352513.58;181793.9;SANTA MARTA DE PENAGUIÃO;0;1037.74;T1_1711;1599121.47;6559.01;421620.65;T1;384395.18;887246.36;1711;102307.3;106553.12;42340.99;609567.81
174515.34;0;SANTANA;0;0;T1_3109;859788.35;13856.43;352209.26;T1;0;634579.7;3109;225208.65;93998.67;0;0
2054751.94;0;SANTARÉM;3299.67;170037.48;T1_1416;7659483.46;240240.56;3164866.79;T1;977878.07;6037278.19;1416;329095.06;577418.9;141894.99;1293110.21
954283.38;0;SANTIAGO DO CACÉM;42695.21;138398.58;T1_1509;4226413.9;34551.17;2225838.94;T1;50598.65;3519344.32;1509;285911.23;304670.83;189465.91;421158.35
1745494.96;0;SANTO TIRSO;23245.8;343047.64;T1_1314;6736517.65;37521.92;1931007.58;T1;175964.07;4392844.97;1314;810568.13;678820.51;990847.04;1533104.55
706536.06;0;SÃO BRÁS DE ALPORTEL;0;97743.74;T1_0812;1975087.36;3241.28;912365.77;T1;0;1745830.15;0812;123715.05;123687.04;7798.42;105542.16
1183757.99;451809;SÃO JOÃO DA MADEIRA;758.54;24071.41;T1_0116;3704118.41;24461.78;1076920.61;T1;133658.47;2773591.21;0116;253083.8;488450.83;67145.98;677443.4
825054.4;0;SÃO JOÃO DA PESQUEIRA;3450.15;88797.26;T1_1815;2243004.22;8069.36;366404.58;T1;13912.46;1286134.66;1815;280286.22;86606.32;570423.47;676583.34
1139669.55;126310.44;SÃO PEDRO DO SUL;20442.25;157069.17;T1_1816;3434151.44;28006.74;1427603.57;T1;13510.3;2772644.08;1816;54406.37;177364.22;289768.83;607100.99
145151.83;0;SÃO ROQUE DO PICO;0;5147.99;T1_4603;832261.67;6202.98;212562.57;T1;0;570469.71;4603;253618.1;206552.33;3025.87;8173.86
291858.16;0;SÃO VICENTE;111022.08;729728.18;T1_3110;1742794.08;6956.94;285909.97;T1;15078.44;700214.23;3110;151229.7;115489.16;35521.45;891350.15
430027.22;207.76;SARDOAL;0;1094.97;T1_1417;1394463.72;12641.33;630102.44;T1;41641.27;1192817.21;1417;113607.17;120046.22;45095.34;88039.34
401672.61;0;SÁTÃO;186431.78;313709.32;T1_1817;2320592.09;2431.58;707692.39;T1;57578.26;1215573.18;1817;129718.49;103776.6;417581.06;975300.42
1759343.59;0;SEIA;47771.48;20091.83;T1_0912;4479531.94;542948.13;1174059.89;T1;35793.76;3808863.99;0912;529354.59;332512.38;37656.29;141313.36
2698039.8;0;SEIXAL;0;2961.72;T1_1510;12498170.88;770978.08;7325605.63;T1;86.49;11115368.09;1510;1347805.58;320744.58;31949;34997.21
677815.86;130000;SERNANCELHE;20132.06;224846.24;T1_1818;1966417.28;4817.03;420076.88;T1;137847.8;1129901.03;1818;95776.56;27191.26;227913.59;740739.69
678868.36;68331.25;SERPA;30816.91;111819.13;T1_0213;3446345.62;11166.47;1299746.55;T1;552483.61;2280368.06;0213;134801.24;290586.68;267725.42;1031176.32
458779.98;35000;SERTÃ;490272.69;77873.67;T1_0509;2350041.34;10021.1;864951.37;T1;5532.23;1563915.85;0509;97643.73;230163.4;79803.17;688481.76
1704038.52;89877.63;SESIMBRA;189394.85;102660.87;T1_1511;7570440.64;101331;3926711.47;T1;205434.95;6254666.1;1511;305780.76;522585.11;422625.48;1009993.78
2964978.45;26153.86;SETÚBAL;263484.12;163209.77;T1_1512;12202628.76;178500.35;5740188.95;T1;211262.48;10174840.05;1512;1113954.31;1291172.3;249724.17;913834.4
484170.95;5776.49;SEVER DO VOUGA;38586.12;82016.53;T1_0117;1866310.25;7046.04;466020.49;T1;163623.98;1209061.05;0117;174585.87;251823.57;192660.21;482663.33
2021720.24;3193.12;SILVES;194637.01;57229.34;T1_0813;5710276.43;40170.51;2564121.55;T1;21396.77;5060381.71;0813;177776.07;434369.41;195662.41;472118.65
1611963.67;0;SINES;3120.5;313656.97;T1_1513;4601057.67;25806.5;1803955.05;T1;5405.8;3896598.19;1513;159617.36;454872.97;222658.85;544842.12
8550373.97;180599.01;SINTRA;0;203446.71;T1_1111;26206261.98;128678.22;10846529.6;T1;44074.38;23388661.61;1111;2125607.88;3863079.82;263872.39;691992.49
646914.46;0;SOBRAL DE MONTE AGRAÇO;1617.86;0;T1_1112;1707103.86;78333.62;642164.28;T1;143704.08;1465734.58;1112;74532.69;98322.22;21514.65;166836.59
895779.94;4800;SOURE;80991.77;58172.93;T1_0615;2598421.8;13490.6;989184.46;T1;6847.25;2129970.1;0615;222520.17;231515.1;95119.58;245931.53
324620.34;0;SOUSEL;13044.28;443.78;T1_1215;1499543.85;12663.97;584795.92;T1;151709.89;1134487.76;1215;91585.25;212407.53;108272.89;273470.84
609593.05;1260;TÁBUA;27010.74;18572.29;T1_0616;2089392.71;34348.82;759579.08;T1;9270.12;1651291.39;0616;66044.18;247770.44;315943.99;372057.14
560987.34;0;TABUAÇO;5937.85;60908.13;T1_1819;1623596.09;33754.99;492320.71;T1;98813.36;1159640.92;1819;263173.04;72577.88;35122.79;200782.13
475399.56;229.47;TAROUCA;8462.71;33498.96;T1_1820;2405079.85;67535.78;968217.63;T1;66174.46;1620132.54;1820;536451.98;108979.57;140129.73;248495.33
965569.34;5985.56;TAVIRA;0;131046.75;T1_0814;4059253.27;29029.11;1994152.42;T1;53747.45;3523589.2;0814;263105.07;534838.33;81779.24;272559
698064.93;0;TERRAS DE BOURO;36491.52;101741.1;T1_0310;2296415.58;5599.98;863031.28;T1;116068.99;1885517.22;0310;131769.34;318821.03;24827.41;279129.02
1379633.97;0;TOMAR;0;164035.07;T1_1418;5466116.87;39231.59;2065947.64;T1;108489.66;3709337.17;1418;737045.2;224523.97;747209.77;1019734.5
1530509.71;0;TONDELA;25757.9;368787.54;T1_1821;4668414.62;890.07;1082460.73;T1;184650.67;3107612.79;1821;312067.35;493752.28;669538.37;1248734.48
815631.56;0;TORRE DE MONCORVO;31900.81;128001.22;T1_0409;2615090.73;97841.42;654897.53;T1;40982.1;1723008.07;0409;445180.6;154637.56;246017.93;446902.06
1198025.55;5000;TORRES NOVAS;303.15;0;T1_1419;4071389.25;103076.67;1720474.09;T1;377706.93;3139402.78;1419;369254.7;117826.47;179721.69;562731.77
2946053.38;49706.61;TORRES VEDRAS;1196.02;55625.73;T1_1113;10179053.94;39880.78;2803992.68;T1;490572.91;7941353.99;1113;600849.28;2151427.15;1039749.4;1636850.67
644736.99;125000;TRANCOSO;55.61;0;T1_0913;1824582.42;75926.62;637936.54;T1;569.87;1500047.52;0913;191986.77;141447.37;6922.65;132548.13
629545.31;60000;TROFA;423828.41;216633.69;T1_1318;3973732.84;187482.79;1321707.66;T1;380850.05;2414019.83;1318;324532.28;275284.07;153868.58;1235180.73
857599.73;0;VAGOS;0;88418.17;T1_0118;2930906.17;116239.82;804853.23;T1;22599.56;2066219.93;0118;412865.14;287527.15;340803.37;451821.1
781362;11348.52;VALE DE CAMBRA;48473.03;106133.71;T1_0119;3421737.21;11693;934076.46;T1;75148.21;2321536.57;0119;596570.11;594405.11;262527.06;503630.53
972942.53;17776;VALENÇA;0;96323.27;T1_1608;3385794.28;10783.1;1200170.59;T1;694847.7;2391475.59;1608;124940.13;207579.37;60431.59;869378.56
1808303.17;0;VALONGO;0;80209.53;T1_1315;5452609.77;155511.72;2474759.89;T1;73189.26;4944510.78;1315;327605.58;505936;27094.62;180493.41
760298.75;36375.13;VALPAÇOS;60608.58;26005.77;T1_1712;2557141.61;28122.7;994094.01;T1;70841.92;2105025.54;1712;223042.4;322510.08;35242.27;229073.67
207390.34;0;VELAS;0;0;T1_4502;780141.26;1345.98;355237.99;T1;65853.99;600007.6;4502;100621.99;36033.29;13657.68;79511.67
508617.54;0;VENDAS NOVAS;375.53;7018.88;T1_0712;1575346.85;20629.22;859730.37;T1;0;1450554.51;0712;96562.88;61577.38;20835.05;28229.46
501978.67;0;VIANA DO ALENTEJO;2579.93;49857.09;T1_0713;1497228.23;1299.72;543502.05;T1;0;1268874.41;0713;74942.1;222093.97;100974.7;153411.72
2302340.88;452722.38;VIANA DO CASTELO;0;297684.52;T1_1609;10421502.23;39606.27;3711341.97;T1;312360.97;6846225.65;1609;2395837.6;792936.53;116671.11;1179438.98
455908.86;0;VIDIGUEIRA;271.67;0;T1_0214;1811454.69;1187.58;739455.5;T1;163250.41;1356302.52;0214;107994.77;159750.58;183635.32;347157.4
754651.15;15600;VIEIRA DO MINHO;1920.97;248254.89;T1_0311;2714394.7;71150.82;648509.79;T1;137623.99;1834665.15;0311;376369.08;360353.39;99960.62;503360.47
303690.36;5010.74;VILA DE REI;0;21069.6;T1_0510;1040682.2;9533.42;468148.2;T1;45091.8;853600.13;0510;59917.5;72228.15;55992.43;127164.57
306574.22;250000;VILA DO BISPO;0;0;T1_0815;2231800.61;13395.77;892914.79;T1;166841.59;1385582.44;0815;50049.93;172697.66;379326.65;796168.24
1736150.76;74561.93;VILA DO CONDE;3703;51515.76;T1_1316;7879500.25;600257.3;3570597.47;T1;47832.24;6613927.98;1316;1044699.17;706922.45;43260.17;220873.1
276794.3;0;VILA DO PORTO;7028.52;16511.02;T1_4101;930195.17;1084.69;404537.98;T1;3755.82;712593.49;4101;78116.33;30176.52;112189.99;139485.35
521044.48;1638.36;VILA FLOR;7170.47;32804.54;T1_0410;1377396.61;0;576300.92;T1;69193.53;1227917.01;0410;8942.31;130571.61;29730.39;140537.29
2337857.07;326148.21;VILA FRANCA DE XIRA;3778.98;6953.54;T1_1114;8665408.33;33320.78;3842572.44;T1;233137.13;7651387.8;1114;76136.19;1437637.51;367866.48;937884.34
363346.93;55000;VILA FRANCA DO CAMPO;202955.16;210099.96;T1_4206;2080015.12;171099.78;534434.94;T1;0;1148565.52;4206;175943.2;79683.87;287451.28;755506.4
622374.54;0;VILA NOVA DA BARQUINHA;37.59;10280.44;T1_1420;1850914.73;11714.58;620508.41;T1;359523.92;1304631.91;1420;139085.31;50034.38;37355.56;407197.51
713404.01;2800;VILA NOVA DE CERVEIRA;12018.88;51473.17;T1_1610;2506346.99;5752.59;884997.57;T1;494685.68;1696292.07;1610;92280.27;92137.9;156796.92;717774.65
4289420.01;79407.99;VILA NOVA DE FAMALICÃO;54837.16;606037.03;T1_0312;12409326.21;219707.48;4331668.61;T1;589115.28;9409315.97;0312;1492363.92;568519.87;178248.86;1507646.32
941900.74;0;VILA NOVA DE FOZ CÔA;0;1663.45;T1_0914;2042609.91;14858.45;653659.02;T1;44429.44;1833780.12;0914;116377.09;223361.91;46359.81;92452.7
6257342.03;44152.25;VILA NOVA DE GAIA;0;54984.23;T1_1317;24743132.61;1013349.71;8576571.63;T1;1161212.06;17115138.98;1317;5361670.48;1267875.61;1005974.61;2266323.15
531903.04;129950.94;VILA NOVA DE PAIVA;12560.35;50909.3;T1_1822;1574514.47;7914.35;513947.67;T1;0;1140773.75;1822;138881.96;87008.69;101438.17;294858.76
470148.74;3897;VILA NOVA DE POIARES;13079.26;1676.07;T1_0617;1589399.84;198937.5;517673.27;T1;406.12;1224974.5;0617;339247.63;38214.99;6119.26;25177.71
977398.71;214928.96;VILA POUCA DE AGUIAR;45408.31;171499.7;T1_1713;3775872.48;7151.5;1014232.95;T1;179074.62;2295752.72;1713;142907.18;296969.56;726300.99;1337212.58
1216311.27;0;VILA REAL;25218.82;262090.45;T1_1714;5666663.93;30031.46;1696816.86;T1;138373.26;3748219.16;1714;667935.41;805059.57;824826.83;1250509.36
1427430.31;0;VILA REAL DE SANTO ANTÓNIO;14259.04;7084.93;T1_0816;3403778.41;670270.21;677372.81;T1;23902.1;3202569.53;0816;138557.63;427496.2;17405.18;62651.25
245967.51;255.4;VILA VELHA DE RÓDÃO;5226.17;611.92;T1_0511;1043529.41;1702;522720.33;T1;1173.7;929667.2;0511;65337.18;159277.36;41257.84;48525.03
2527265.19;4000;VILA VERDE;0;8177.33;T1_0313;6165205.95;48544.95;1691490.32;T1;651741.1;5033637.48;0313;396722.98;766337.02;70927.06;734845.49
328392.44;0;VILA VIÇOSA;21693.34;113420.67;T1_0714;1879678.44;19000.69;728570.95;T1;38868.61;1200089.38;0714;430501.28;124125.3;75105.16;249087.78
733064.57;6000;VIMIOSO;1977.23;4282.86;T1_0411;1501591.04;3755.51;577645.31;T1;0;1410910.31;0411;44047.93;96444.92;34372.71;46632.8
849240.58;4000;VINHAIS;37795.17;46791.81;T1_0412;2545510.67;13029;796662.82;T1;9427.95;1965340.73;0412;298787.53;306408.33;183367.48;281382.41
2637525.89;718991.79;VISEU;22920.04;119101.95;T1_1823;8913828.1;23618.34;2758182.13;T1;949706.42;6654735.65;1823;352272.41;1235409.29;96099.84;1906820.04
964766.74;66250;VIZELA;891.92;273049.59;T1_0314;3905609.07;62631.56;1034282.3;T1;881303.4;2370011.13;0314;176310.26;308330.53;137792.77;1359287.68
588668.38;1932.5;VOUZELA;9493.94;53203.44;T1_1824;2327438.37;18183.74;576544.98;T1;69184.78;1460817.09;1824;476610.21;277419.99;256196.41;390011.07
2799978.19;333333.34;ABRANTES;98382.85;2798.99;T2_1401;10683656.02;61215.81;3641827.68;T2;765745.58;8216965.47;1401;960081.06;1713943.79;306348.73;1506609.49
2996973.13;816632.63;ÁGUEDA;54889.47;451674.47;T2_0101;14350055.45;24550.69;3991638.34;T2;3189272.02;8326221.05;0101;732212.85;1313058.89;779152.96;5291621.55
989524.16;30694.25;AGUIAR DA BEIRA;217905;1194855.29;T2_0901;4034102.19;16922.59;992361.01;T2;6710.97;2267945.67;0901;246757.67;269137.91;69233.34;1519398.85
1164339.64;0;ALANDROAL;279220.37;124849.1;T2_0701;4160682.83;127424.39;1615964.16;T2;20378.01;3244777.33;0701;251971.59;337049.14;239486.43;663933.91
2377744.5;265215.88;ALBERGARIA-A-VELHA;0;177735.7;T2_0102;6069909.84;14198.88;2055872.1;T2;39404.87;4927711.37;0102;184792.41;479895.89;475049.61;957406.06
8509979.84;1104.94;ALBUFEIRA;48619.99;89878.7;T2_0801;22654030.03;92866;10435732.62;T2;53346.23;20601364.56;0801;1527514.72;1562786.1;332200.89;525150.75
2334557.35;0;ALCÁCER DO SAL;0;55653.74;T2_1501;7660625.36;6492.65;3685891.6;T2;126477.48;6847968.35;1501;220563.98;821026.75;409961.81;592093.03
1388398.23;101124.94;ALCANENA;1356781.89;132855.1;T2_1402;10474966.75;178973.53;1511681.19;T2;98142.27;3536056.36;1402;4920215.91;457003.41;329790.28;2018694.48
