TOTAL_RH;TOTAL_SEM_VINCULO_PERMANENTE;DSC_AUTARQUIA;TOTAL_TECNICOS_SUPERIORES;REPRESENTANTES_ELEITOS;TOTAL_FUNCIONARIOS_NAO_SUPERIORES;TOTAL_COM_VINCULO_PERMANENTE;CODIGO_PERIODO;CARGOS_MANDATOS_POLITICOS;TOTAL_DIRIGENTES;TOTAL_POR_TIPOLOGIA;ldk;CODIGOINE;TOTAL_POR_VINCULO;TOTAL_COMISSAO_DE_SERVICO
133;4;CALHETA (MADEIRA);13;0;120;129;T1;;;133;T1_3101;3101;133;0
116;0;CALHETA (SÃO JORGE);0;10;106;104;T1;;;116;T1_4501;4501;116;12
289;0;CÂMARA DE LOBOS;16;7;266;282;T1;;;289;T1_3102;3102;289;7
307;76;CAMINHA;55;4;248;222;T1;;;307;T1_1602;1602;307;9
253;86;CAMPO MAIOR;31;2;220;165;T1;;;253;T1_1204;1204;253;2
303;68;CANTANHEDE;59;7;237;222;T1;;;303;T1_0602;0602;303;13
181;6;CARRAZEDA DE ANSIÃES;20;3;158;171;T1;;;181;T1_0403;0403;181;4
118;8;CARREGAL DO SAL;18;3;97;110;T1;;;118;T1_1802;1802;118;0
431;72;CARTAXO;58;0;373;359;T1;;;431;T1_1406;1406;431;0
1529;95;CASCAIS;389;81;1059;1333;T1;;;1529;T1_1105;1105;1529;101
81;2;CASTANHEIRA DE PÊRA;11;1;69;76;T1;;;81;T1_1007;1007;81;3
523;96;CASTELO BRANCO;115;9;399;418;T1;;;523;T1_0502;0502;523;9
168;0;CASTELO DE PAIVA;22;3;143;164;T1;;;168;T1_0106;0106;168;4
160;16;CASTELO DE VIDE;12;1;147;143;T1;;;160;T1_1205;1205;160;1
255;96;CASTRO DAIRE;43;5;207;154;T1;;;255;T1_1803;1803;255;5
157;30;CASTRO MARIM;27;6;124;118;T1;;;157;T1_0804;0804;157;9
233;54;CASTRO VERDE;43;3;187;172;T1;;;233;T1_0206;0206;233;7
296;52;CELORICO DA BEIRA;47;1;248;243;T1;;;296;T1_0903;0903;296;1
310;73;CELORICO DE BASTO;50;13;247;228;T1;;;310;T1_0305;0305;310;9
161;46;CHAMUSCA;18;0;143;115;T1;;;161;T1_1407;1407;161;0
520;24;CHAVES;67;22;431;473;T1;;;520;T1_1703;1703;520;23
319;71;CINFÃES;46;1;272;246;T1;;;319;T1_1804;1804;319;2
1446;40;COIMBRA;280;51;1115;1338;T1;;;1446;T1_0603;0603;1446;68
219;64;CONDEIXA-A-NOVA;21;4;194;149;T1;;;219;T1_0604;0604;219;6
109;13;CONSTÂNCIA;18;3;88;93;T1;;;109;T1_1408;1408;109;3
416;24;CORUCHE;31;6;379;384;T1;;;416;T1_1409;1409;416;8
42;14;CORVO;1;0;41;27;T1;;;42;T1_4901;4901;42;1
349;11;COVILHÃ;35;5;309;333;T1;;;349;T1_0503;0503;349;5
115;10;CRATO;9;0;106;104;T1;;;115;T1_1206;1206;115;1
128;24;CUBA;20;1;107;103;T1;;;128;T1_0207;0207;128;1
225;22;ELVAS;18;4;203;196;T1;;;225;T1_1207;1207;225;7
293;14;ENTRONCAMENTO;28;8;257;271;T1;;;293;T1_1410;1410;293;8
646;99;ESPINHO;83;16;547;526;T1;;;646;T1_0107;0107;646;21
168;8;ESPOSENDE;53;6;109;149;T1;;;168;T1_0306;0306;168;11
248;35;ESTARREJA;57;9;182;201;T1;;;248;T1_0108;0108;248;12
292;107;ESTREMOZ;41;0;251;183;T1;;;292;T1_0704;0704;292;2
1188;191;ÉVORA;155;30;1003;967;T1;;;1188;T1_0705;0705;1188;30
531;59;FAFE;87;11;433;472;T1;;;531;T1_0307;0307;531;0
906;92;FARO;198;21;687;787;T1;;;906;T1_0805;0805;906;27
744;105;FELGUEIRAS;120;5;619;634;T1;;;744;T1_1303;1303;744;5
287;63;FERREIRA DO ALENTEJO;49;4;234;215;T1;;;287;T1_0208;0208;287;9
147;11;FERREIRA DO ZÊZERE;30;2;115;130;T1;;;147;T1_1411;1411;147;6
563;39;FIGUEIRA DA FOZ;87;6;470;517;T1;;;563;T1_0605;0605;563;7
136;6;FIGUEIRA DE CASTELO RODRIGO;21;0;115;126;T1;;;136;T1_0904;0904;136;4
175;27;FIGUEIRÓ DOS VINHOS;36;1;138;147;T1;;;175;T1_1008;1008;175;1
112;6;FORNOS DE ALGODRES;16;1;95;106;T1;;;112;T1_0905;0905;112;0
182;18;FREIXO DE ESPADA À CINTA;16;2;164;162;T1;;;182;T1_0404;0404;182;2
93;14;FRONTEIRA;13;2;78;77;T1;;;93;T1_1208;1208;93;2
1733;4;FUNCHAL;96;66;1571;1663;T1;;;1733;T1_3103;3103;1733;66
277;8;FUNDÃO;52;8;217;255;T1;;;277;T1_0504;0504;277;14
131;10;GAVIÃO;8;2;121;118;T1;;;131;T1_1209;1209;131;3
155;7;GÓIS;24;1;130;144;T1;;;155;T1_0606;0606;155;4
140;34;GOLEGÃ;9;3;128;105;T1;;;140;T1_1412;1412;140;1
1842;765;GONDOMAR;296;17;1529;1060;T1;;;1842;T1_1304;1304;1842;17
181;15;GOUVEIA;20;2;159;163;T1;;;181;T1_0906;0906;181;3
451;61;GRÂNDOLA;64;25;362;360;T1;;;451;T1_1505;1505;451;30
595;60;GUARDA;144;16;435;529;T1;;;595;T1_0907;0907;595;6
1683;199;GUIMARÃES;266;25;1392;1459;T1;;;1683;T1_0308;0308;1683;25
203;27;HORTA;16;3;184;173;T1;;;203;T1_4701;4701;203;3
265;26;IDANHA-A-NOVA;51;8;206;231;T1;;;265;T1_0505;0505;265;8
423;74;ÍLHAVO;99;7;317;335;T1;;;423;T1_0110;0110;423;14
472;75;LAGOA (ALGARVE);27;10;435;382;T1;;;472;T1_0806;0806;472;15
122;3;LAGOA (SÃO MIGUEL);9;2;111;117;T1;;;122;T1_4201;4201;122;2
792;38;LAGOS;87;17;688;731;T1;;;792;T1_0807;0807;792;23
46;0;LAJES DAS FLORES;3;0;43;45;T1;;;46;T1_4801;4801;46;1
77;0;LAJES DO PICO;4;1;72;76;T1;;;77;T1_4601;4601;77;1
278;68;LAMEGO;71;6;201;204;T1;;;278;T1_1805;1805;278;6
739;34;LEIRIA;109;29;601;663;T1;;;739;T1_1009;1009;739;42
9905;416;LISBOA;2219;171;7515;9478;T1;;;9905;T1_1106;1106;9905;11
1804;380;LOULÉ;237;35;1532;1389;T1;;;1804;T1_0808;0808;1804;35
2208;29;LOURES;422;48;1738;2116;T1;;;2208;T1_1107;1107;2208;63
366;19;LOURINHÃ;43;3;320;339;T1;;;366;T1_1108;1108;366;8
256;48;LOUSÃ;45;2;209;206;T1;;;256;T1_0607;0607;256;2
740;217;LOUSADA;104;11;625;509;T1;;;740;T1_1305;1305;740;14
208;22;MAÇÃO;25;1;182;183;T1;;;208;T1_1413;1413;208;3
308;45;MACEDO DE CAVALEIROS;67;7;234;254;T1;;;308;T1_0405;0405;308;9
205;6;MACHICO;21;5;179;194;T1;;;205;T1_3104;3104;205;5
90;8;MADALENA;10;2;78;80;T1;;;90;T1_4602;4602;90;2
1022;107;MAFRA;99;16;907;891;T1;;;1022;T1_1109;1109;1022;24
1181;315;MAIA;271;41;869;811;T1;;;1181;T1_1306;1306;1181;55
334;72;MANGUALDE;32;3;299;262;T1;;;334;T1_1806;1806;334;0
69;2;MANTEIGAS;10;1;58;64;T1;;;69;T1_0908;0908;69;3
427;39;MARCO DE CANAVESES;51;11;365;376;T1;;;427;T1_1307;1307;427;12
299;13;MARINHA GRANDE;49;10;240;282;T1;;;299;T1_1010;1010;299;4
108;8;MARVÃO;14;2;92;98;T1;;;108;T1_1210;1210;108;2
1877;256;MATOSINHOS;405;44;1428;1564;T1;;;1877;T1_1308;1308;1877;57
324;63;MEALHADA;73;8;243;253;T1;;;324;T1_0111;0111;324;8
175;33;MEDA;37;1;137;141;T1;;;175;T1_0909;0909;175;1
311;35;MELGAÇO;55;7;249;269;T1;;;311;T1_1603;1603;311;7
285;22;MÉRTOLA;35;6;244;256;T1;;;285;T1_0209;0209;285;7
134;18;MESÃO FRIO;15;3;116;112;T1;;;134;T1_1704;1704;134;4
233;29;MIRA;28;5;200;197;T1;;;233;T1_0608;0608;233;7
169;36;MIRANDA DO CORVO;35;0;134;133;T1;;;169;T1_0609;0609;169;0
195;39;MIRANDA DO DOURO;31;3;161;151;T1;;;195;T1_0406;0406;195;5
467;85;MIRANDELA;72;11;384;370;T1;;;467;T1_0407;0407;467;12
156;15;MOGADOURO;14;5;137;135;T1;;;156;T1_0408;0408;156;6
152;17;MOIMENTA DA BEIRA;44;5;103;130;T1;;;152;T1_1807;1807;152;5
817;59;MOITA;85;27;705;726;T1;;;817;T1_1506;1506;817;32
301;36;MONÇÃO;48;3;250;259;T1;;;301;T1_1604;1604;301;6
232;76;MONCHIQUE;27;3;202;150;T1;;;232;T1_0809;0809;232;6
166;8;MONDIM DE BASTO;27;6;133;148;T1;;;166;T1_1705;1705;166;10
160;21;MONFORTE;21;0;139;136;T1;;;160;T1_1211;1211;160;3
291;25;MONTALEGRE;18;3;270;263;T1;;;291;T1_1706;1706;291;3
377;45;MONTEMOR-O-NOVO;51;9;317;323;T1;;;377;T1_0706;0706;377;9
272;79;MONTEMOR-O-VELHO;89;2;181;187;T1;;;272;T1_0610;0610;272;6
866;166;MONTIJO;121;14;731;682;T1;;;866;T1_1507;1507;866;18
135;0;MORA;14;1;120;134;T1;;;135;T1_0707;0707;135;1
171;37;MORTÁGUA;18;2;151;130;T1;;;171;T1_1808;1808;171;4
348;15;MOURA;37;6;305;325;T1;;;348;T1_0210;0210;348;8
207;24;MOURÃO;16;0;191;183;T1;;;207;T1_0708;0708;207;0
150;38;MURÇA;18;4;128;107;T1;;;150;T1_1707;1707;150;5
88;1;MURTOSA;13;2;73;83;T1;;;88;T1_0112;0112;88;4
347;165;NAZARÉ;74;3;270;182;T1;;;347;T1_1011;1011;347;0
339;127;NELAS;38;1;300;211;T1;;;339;T1_1809;1809;339;1
249;20;NISA;36;0;213;227;T1;;;249;T1_1212;1212;249;2
91;1;NORDESTE;4;1;86;90;T1;;;91;T1_4202;4202;91;0
373;58;ÓBIDOS;69;3;301;307;T1;;;373;T1_1012;1012;373;8
508;63;ODEMIRA;59;7;442;434;T1;;;508;T1_0211;0211;508;11
1217;96;ODIVELAS;281;43;893;1078;T1;;;1217;T1_1116;1116;1217;43
1859;30;OEIRAS;357;48;1454;1769;T1;;;1859;T1_1110;1110;1859;60
121;16;OLEIROS;21;0;100;105;T1;;;121;T1_0506;0506;121;0
809;224;OLHÃO;90;17;702;567;T1;;;809;T1_0810;0810;809;18
579;43;OLIVEIRA DE AZEMÉIS;113;15;451;521;T1;;;579;T1_0113;0113;579;15
196;69;OLIVEIRA DE FRADES;35;1;160;126;T1;;;196;T1_1810;1810;196;1
272;48;OLIVEIRA DO BAIRRO;69;15;188;205;T1;;;272;T1_0114;0114;272;19
273;77;OLIVEIRA DO HOSPITAL;49;2;222;194;T1;;;273;T1_0611;0611;273;2
474;62;OURÉM;46;12;416;411;T1;;;474;T1_1421;1421;474;1
273;70;OURIQUE;23;1;249;200;T1;;;273;T1_0212;0212;273;3
407;80;OVAR;54;11;342;316;T1;;;407;T1_0115;0115;407;11
517;87;PAÇOS DE FERREIRA;110;8;399;422;T1;;;517;T1_1309;1309;517;8
997;21;PALMELA;160;37;800;933;T1;;;997;T1_1508;1508;997;43
152;20;PAMPILHOSA DA SERRA;24;2;126;130;T1;;;152;T1_0612;0612;152;2
998;213;PAREDES;205;9;784;773;T1;;;998;T1_1310;1310;998;12
177;7;PAREDES DE COURA;17;3;157;164;T1;;;177;T1_1605;1605;177;6
105;22;PEDRÓGÃO GRANDE;11;1;93;80;T1;;;105;T1_1013;1013;105;3
150;27;PENACOVA;35;2;113;121;T1;;;150;T1_0613;0613;150;2
718;108;PENAFIEL;152;17;549;586;T1;;;718;T1_1311;1311;718;24
121;38;PENALVA DO CASTELO;27;2;92;80;T1;;;121;T1_1811;1811;121;3
111;7;PENAMACOR;16;0;95;102;T1;;;111;T1_0507;0507;111;2
89;8;PENEDONO;12;2;75;79;T1;;;89;T1_1812;1812;89;2
108;19;PENELA;23;2;83;86;T1;;;108;T1_0614;0614;108;3
524;213;PENICHE;99;9;416;310;T1;;;524;T1_1014;1014;524;1
311;71;PESO DA RÉGUA;43;5;263;233;T1;;;311;T1_1708;1708;311;7
150;0;PINHEL;33;1;116;149;T1;;;150;T1_0910;0910;150;1
372;64;POMBAL;36;4;332;299;T1;;;372;T1_1015;1015;372;9
641;19;PONTA DELGADA;30;21;590;590;T1;;;641;T1_4203;4203;641;32
87;0;PONTA DO SOL;7;2;78;84;T1;;;87;T1_3105;3105;87;3
276;15;PONTE DA BARCA;26;10;240;249;T1;;;276;T1_1606;1606;276;12
591;143;PONTE DE LIMA;42;4;545;439;T1;;;591;T1_1607;1607;591;9
295;31;PONTE DE SOR;27;6;262;258;T1;;;295;T1_1213;1213;295;6
424;82;PORTALEGRE;89;10;325;328;T1;;;424;T1_1214;1214;424;14
250;79;PORTEL;30;4;216;171;T1;;;250;T1_0709;0709;250;0
941;81;PORTIMÃO;117;24;800;829;T1;;;941;T1_0811;0811;941;31
2734;210;PORTO;372;71;2291;2445;T1;;;2734;T1_1312;1312;2734;79
339;77;PORTO DE MÓS;29;3;307;257;T1;;;339;T1_1016;1016;339;5
67;0;PORTO MONIZ;1;4;62;63;T1;;;67;T1_3106;3106;67;4
79;1;PORTO SANTO;4;1;74;77;T1;;;79;T1_3201;3201;79;1
200;34;PÓVOA DE LANHOSO;40;7;153;157;T1;;;200;T1_0309;0309;200;9
758;66;PÓVOA DE VARZIM;136;15;607;677;T1;;;758;T1_1313;1313;758;15
112;1;POVOAÇÃO;8;1;103;110;T1;;;112;T1_4204;4204;112;1
191;0;PRAIA DA VITÓRIA;13;7;171;184;T1;;;191;T1_4302;4302;191;7
157;20;PROENÇA-A-NOVA;25;1;131;132;T1;;;157;T1_0508;0508;157;5
261;53;REDONDO;37;6;218;205;T1;;;261;T1_0710;0710;261;3
275;53;REGUENGOS DE MONSARAZ;38;0;237;220;T1;;;275;T1_0711;0711;275;2
280;13;RESENDE;33;4;243;263;T1;;;280;T1_1813;1813;280;4
107;0;RIBEIRA BRAVA;3;3;101;107;T1;;;107;T1_3107;3107;107;0
206;32;RIBEIRA DE PENA;26;3;177;167;T1;;;206;T1_1709;1709;206;7
251;1;RIBEIRA GRANDE;23;5;223;250;T1;;;251;T1_4205;4205;251;0
340;19;RIO MAIOR;33;7;300;314;T1;;;340;T1_1414;1414;340;7
201;44;SABROSA;29;4;168;150;T1;;;201;T1_1710;1710;201;7
191;18;SABUGAL;53;3;135;170;T1;;;191;T1_0911;0911;191;3
228;49;SALVATERRA DE MAGOS;29;5;194;173;T1;;;228;T1_1415;1415;228;6
162;11;SANTA COMBA DÃO;22;0;140;148;T1;;;162;T1_1814;1814;162;3
383;0;SANTA CRUZ;24;3;356;383;T1;;;383;T1_3108;3108;383;0
65;9;SANTA CRUZ DA GRACIOSA;5;0;60;56;T1;;;65;T1_4401;4401;65;0
60;13;SANTA CRUZ DAS FLORES;3;0;57;47;T1;;;60;T1_4802;4802;60;0
1079;386;SANTA MARIA DA FEIRA;384;11;684;693;T1;;;1079;T1_0109;0109;1079;0
142;30;SANTA MARTA DE PENAGUIÃO;20;2;120;110;T1;;;142;T1_1711;1711;142;2
100;0;SANTANA;6;3;91;96;T1;;;100;T1_3109;3109;100;4
850;76;SANTARÉM;125;14;711;767;T1;;;850;T1_1416;1416;850;7
610;49;SANTIAGO DO CACÉM;71;18;521;537;T1;;;610;T1_1509;1509;610;24
719;249;SANTO TIRSO;152;25;542;437;T1;;;719;T1_1314;1314;719;33
274;31;SÃO BRÁS DE ALPORTEL;24;3;247;237;T1;;;274;T1_0812;0812;274;6
288;64;SÃO JOÃO DA MADEIRA;68;7;213;217;T1;;;288;T1_0116;0116;288;7
81;25;SÃO JOÃO DA PESQUEIRA;27;3;51;53;T1;;;81;T1_1815;1815;81;3
446;149;SÃO PEDRO DO SUL;62;5;379;290;T1;;;446;T1_1816;1816;446;7
50;0;SÃO ROQUE DO PICO;5;0;45;49;T1;;;50;T1_4603;4603;50;1
69;0;SÃO VICENTE;3;3;63;66;T1;;;69;T1_3110;3110;69;3
193;29;SARDOAL;11;4;178;160;T1;;;193;T1_1417;1417;193;4
189;42;SÁTÃO;17;6;166;140;T1;;;189;T1_1817;1817;189;7
296;56;SEIA;71;9;216;226;T1;;;296;T1_0912;0912;296;14
1724;35;SEIXAL;247;89;1388;1584;T1;;;1724;T1_1510;1510;1724;105
94;18;SERNANCELHE;19;1;74;75;T1;;;94;T1_1818;1818;94;1
362;38;SERPA;37;10;315;313;T1;;;362;T1_0213;0213;362;11
243;76;SERTÃ;27;3;213;164;T1;;;243;T1_0509;0509;243;3
987;28;SESIMBRA;143;31;813;928;T1;;;987;T1_1511;1511;987;31
1449;165;SETÚBAL;204;27;1218;1248;T1;;;1449;T1_1512;1512;1449;36
127;11;SEVER DO VOUGA;14;1;112;116;T1;;;127;T1_0117;0117;127;0
761;105;SILVES;106;9;646;647;T1;;;761;T1_0813;0813;761;9
497;73;SINES;62;7;428;412;T1;;;497;T1_1513;1513;497;12
2789;33;SINTRA;342;65;2382;2673;T1;;;2789;T1_1111;1111;2789;83
174;13;SOBRAL DE MONTE AGRAÇO;23;3;148;158;T1;;;174;T1_1112;1112;174;3
263;29;SOURE;47;2;214;232;T1;;;263;T1_0615;0615;263;2
146;18;SOUSEL;25;6;115;122;T1;;;146;T1_1215;1215;146;6
202;31;TÁBUA;38;4;160;163;T1;;;202;T1_0616;0616;202;8
161;25;TABUAÇO;21;4;136;128;T1;;;161;T1_1819;1819;161;8
278;62;TAROUCA;41;3;234;213;T1;;;278;T1_1820;1820;278;3
535;69;TAVIRA;119;17;399;447;T1;;;535;T1_0814;0814;535;19
228;16;TERRAS DE BOURO;35;5;188;205;T1;;;228;T1_0310;0310;228;7
569;42;TOMAR;57;12;500;509;T1;;;569;T1_1418;1418;569;18
331;93;TONDELA;61;7;263;230;T1;;;331;T1_1821;1821;331;8
230;16;TORRE DE MONCORVO;48;6;176;208;T1;;;230;T1_0409;0409;230;6
575;48;TORRES NOVAS;59;16;500;504;T1;;;575;T1_1419;1419;575;23
725;70;TORRES VEDRAS;94;13;618;635;T1;;;725;T1_1113;1113;725;20
159;45;TRANCOSO;44;4;111;109;T1;;;159;T1_0913;0913;159;5
392;65;TROFA;100;8;284;319;T1;;;392;T1_1318;1318;392;8
196;8;VAGOS;25;10;161;175;T1;;;196;T1_0118;0118;196;13
221;25;VALE DE CAMBRA;39;8;174;188;T1;;;221;T1_0119;0119;221;8
324;49;VALENÇA;25;3;296;270;T1;;;324;T1_1608;1608;324;5
867;202;VALONGO;211;22;634;643;T1;;;867;T1_1315;1315;867;22
236;32;VALPAÇOS;54;6;176;194;T1;;;236;T1_1712;1712;236;10
88;0;VELAS;1;4;83;84;T1;;;88;T1_4502;4502;88;4
246;34;VENDAS NOVAS;17;2;227;207;T1;;;246;T1_0712;0712;246;5
118;7;VIANA DO ALENTEJO;11;4;103;105;T1;;;118;T1_0713;0713;118;6
1014;266;VIANA DO CASTELO;185;28;801;713;T1;;;1014;T1_1609;1609;1014;35
181;44;VIDIGUEIRA;24;0;157;137;T1;;;181;T1_0214;0214;181;0
138;40;VIEIRA DO MINHO;49;3;86;93;T1;;;138;T1_0311;0311;138;5
132;8;VILA DE REI;14;5;113;122;T1;;;132;T1_0510;0510;132;2
266;52;VILA DO BISPO;39;7;220;212;T1;;;266;T1_0815;0815;266;2
1283;307;VILA DO CONDE;201;3;1079;971;T1;;;1283;T1_1316;1316;1283;5
89;1;VILA DO PORTO;5;1;83;87;T1;;;89;T1_4101;4101;89;1
154;46;VILA FLOR;25;0;129;108;T1;;;154;T1_0410;0410;154;0
873;102;VILA FRANCA DE XIRA;157;26;690;745;T1;;;873;T1_1114;1114;873;26
116;6;VILA FRANCA DO CAMPO;9;2;105;108;T1;;;116;T1_4206;4206;116;2
173;24;VILA NOVA DA BARQUINHA;14;5;154;144;T1;;;173;T1_1420;1420;173;5
256;51;VILA NOVA DE CERVEIRA;38;3;215;201;T1;;;256;T1_1610;1610;256;4
1234;491;VILA NOVA DE FAMALICÃO;277;18;939;725;T1;;;1234;T1_0312;0312;1234;18
175;13;VILA NOVA DE FOZ CÔA;19;4;152;157;T1;;;175;T1_0914;0914;175;5
1757;356;VILA NOVA DE GAIA;496;57;1204;1398;T1;;;1757;T1_1317;1317;1757;3
130;21;VILA NOVA DE PAIVA;19;3;108;105;T1;;;130;T1_1822;1822;130;4
160;1;VILA NOVA DE POIARES;30;2;128;156;T1;;;160;T1_0617;0617;160;3
241;35;VILA POUCA DE AGUIAR;44;6;191;200;T1;;;241;T1_1713;1713;241;6
427;107;VILA REAL;51;13;363;307;T1;;;427;T1_1714;1714;427;13
497;193;VILA REAL DE SANTO ANTÓNIO;92;8;397;292;T1;;;497;T1_0816;0816;497;12
150;4;VILA VELHA DE RÓDÃO;14;7;129;139;T1;;;150;T1_0511;0511;150;7
399;42;VILA VERDE;60;11;328;340;T1;;;399;T1_0313;0313;399;17
182;29;VILA VIÇOSA;12;1;169;147;T1;;;182;T1_0714;0714;182;6
142;13;VIMIOSO;14;6;122;119;T1;;;142;T1_0411;0411;142;10
197;33;VINHAIS;34;4;159;156;T1;;;197;T1_0412;0412;197;8
983;407;VISEU;232;10;741;561;T1;;;983;T1_1823;1823;983;15
316;90;VIZELA;60;2;254;219;T1;;;316;T1_0314;0314;316;7
173;37;VOUZELA;36;1;136;136;T1;;;173;T1_1824;1824;173;0
394;25;ABRANTES;67;13;314;356;T2;;;394;T2_1401;1401;394;13
425;49;ÁGUEDA;53;14;358;356;T2;;;425;T2_0101;0101;425;20
106;4;AGUIAR DA BEIRA;12;3;91;99;T2;;;106;T2_0901;0901;106;3
204;12;ALANDROAL;31;0;173;192;T2;;;204;T2_0701;0701;204;0
309;79;ALBERGARIA-A-VELHA;86;5;218;223;T2;;;309;T2_0102;0102;309;7
1325;0;ALBUFEIRA;151;33;1141;1292;T2;;;1325;T2_0801;0801;1325;33
354;19;ALCÁCER DO SAL;47;2;305;335;T2;;;354;T2_1501;1501;354;0
172;34;ALCANENA;34;0;138;138;T2;;;172;T2_1402;1402;172;0
360;38;ALCOBAÇA;69;9;282;313;T2;;;360;T2_1001;1001;360;9
409;21;ALCOCHETE;71;10;328;378;T2;;;409;T2_1502;1502;409;10
176;9;ALCOUTIM;20;2;154;159;T2;;;176;T2_0802;0802;176;8
