IMI;TAXAS_MULTAS_OUTROS_IMPOSTOS;FINANCIAMENTO_UNIAO_EUROPEIA;IMPOSTOS_MUNICIPAIS;IUC;TRANSFERENCIAS_ORCAMENTO_ESTADO;ldk;IMT;CODIGO_PERIODO;CODIGOINE;DSC_AUTARQUIA;VENDA_BENS_SERVICOS;DERRAMA_IRC;RECEITAS_TOTAIS;OUTRAS_RECEITAS
313.54;550.39;61979.96;5211.59;4347.66;369828;T1_4901;0;T1;4901;CORVO;3616.35;0;523969.23;83333.33
86533.73;164284.84;373000.11;762786.57;230437.58;3097947;T1_0503;182611.68;T1;0503;COVILHÃ;699920.91;98918.74;5778634.62;844980.03
3009.16;7465.04;8870.44;29678.69;14381.45;1203207;T1_1206;4823.04;T1;1206;CRATO;131206.84;0;1473128.43;100165.46
4163.96;31165.83;0;93873.76;13945.8;781374;T1_0207;44598.17;T1;0207;CUBA;112804.85;0;1073218.98;85166.37
85477.53;34780.95;847939.43;414307.03;106163.88;1975719.48;T1_1207;182519.05;T1;1207;ELVAS;557602.62;5365.62;4494914.31;699345.75
46970.78;95413.07;545819.1;311794.06;105763.94;812592;T1_1410;59632.63;T1;1410;ENTRONCAMENTO;705551.91;4013.64;2724177.46;348420.39
66984.12;771520.46;1607786.17;1156842.6;164330.5;1403619;T1_0107;148573.45;T1;0107;ESPINHO;1132824.2;5434.07;8020542.31;2719470.34
125748.32;192607.84;22179.86;774723.74;198452.31;1628475;T1_0306;257915.27;T1;0306;ESPOSENDE;79237.86;0;2910593.81;405977.35
43046.29;619663.35;0;886504.88;147054;1724952;T1_0108;58733.99;T1;0108;ESTARREJA;452895.44;18007.25;3248269.01;183916.69
18055.26;73677.09;37208.23;175564.32;63279.5;1739616;T1_0704;16553.05;T1;0704;ESTREMOZ;547617.07;3999.42;2676638;176632.38
159701.37;860003.43;241891.47;1758561.92;297863.01;3243937.02;T1_0705;395527.21;T1;0705;ÉVORA;1272642.73;45466.9;7467926.37;950893.23
182328.38;139136.7;377052.84;680652.67;186759.92;3064071;T1_0307;169564.59;T1;0307;FAFE;976882.01;2863.08;5445882.12;347223.6
237864.87;256065.78;22702.86;1723215.04;583611.64;1630339;T1_0805;630569.94;T1;0805;FARO;812345.82;15102.81;4989429.61;800826.89
68174.5;181320.06;153750.77;1006627.79;312843.67;2741811;T1_1303;401966.97;T1;1303;FELGUEIRAS;1265142.06;42322.59;6340132.19;1172800.57
15089.87;64604.37;10244.23;243455.27;37619.13;1583499;T1_0208;89151.36;T1;0208;FERREIRA DO ALENTEJO;326115.37;36990.54;2286841.67;123527.8
9780.42;56161.21;44926.65;142574.78;44751.59;1175460;T1_1411;31881.56;T1;1411;FERREIRA DO ZÊZERE;263837.8;0;1738007.19;111207.96
203394.66;390308.02;499797.43;1382638.97;363850.63;2417964;T1_0605;425085.66;T1;0605;FIGUEIRA DA FOZ;1229799.35;0;7019466.94;1489267.19
3832.05;5275.12;75532.24;65474.08;25215.8;1628778;T1_0904;30011.76;T1;0904;FIGUEIRA DE CASTELO RODRIGO;202799.93;1139.35;2022959.75;50375.5
7718.08;50710.48;108479.18;111607.68;30862.12;1100979;T1_1008;22317;T1;1008;FIGUEIRÓ DOS VINHOS;194675.36;0;1616814.02;101072.8
6866.94;28599.24;0;86188.29;23826.72;1013781;T1_0905;25875.39;T1;0905;FORNOS DE ALGODRES;164282.32;1020;1312750.48;48498.87
0;22684.78;0;27760.82;0;1286607;T1_0404;4858.35;T1;0404;FREIXO DE ESPADA À CINTA;84812.64;217.69;1562858.75;163678.29
4748.21;3432.06;0;46139.01;14421.18;829947;T1_1208;23067.72;T1;1208;FRONTEIRA;138710.44;469.84;1074580.8;59784.35
550967.81;1295495.9;472.39;4441879.84;715835.82;3478602;T1_3103;1879580.31;T1;3103;FUNCHAL;4965006.93;0;13052210.79;166249.63
20119.32;116804.16;71797.16;503607.64;135752.22;2692542;T1_0504;229996.45;T1;0504;FUNDÃO;1135985.99;935.49;4788177.22;384244.43
2188.88;23990.26;0;48169;10838.65;965407.9;T1_1209;11151.21;T1;1209;GAVIÃO;150138.99;0;1262834.45;99118.56
5040.71;64342.62;62313.48;112002.09;19072.4;1100565;T1_0606;23546.36;T1;0606;GÓIS;121305.26;0;1558580.36;162394.53
7053.14;73630.38;22916.75;129712.26;27742.88;755904;T1_1412;19505.87;T1;1412;GOLEGÃ;188645.84;1779.99;1583190.91;486012.06
282283.04;486939.24;531999.58;1924611.42;773431.85;4472673.72;T1_1304;381957.29;T1;1304;GONDOMAR;3161179.48;0;11963636.02;1873171.82
14058.36;18380.75;52661.14;118204.63;64119.73;1688925;T1_0906;18668.74;T1;0906;GOUVEIA;408336.07;2977.05;2346730.09;78603.25
111781.11;174198.36;0;1432925.4;83515.18;1615431;T1_1505;1063430.75;T1;1505;GRÂNDOLA;465797.11;0;3768966.37;254812.86
83047.22;86335.82;959998.17;512119.01;227359.69;3328317;T1_0907;113085.99;T1;0907;GUARDA;1099311.86;2290.29;12247347.86;6347601.82
444670.33;633135.31;350016.83;3121067.38;897141.9;6135156;T1_0308;1045031.77;T1;0308;GUIMARÃES;1809382.87;101088.07;13451157.43;2035534.35
22104.59;66290.08;278977.64;298283.64;88713.53;1322062.59;T1_4701;58367.93;T1;4701;HORTA;429325.58;62807.51;2382340.87;53691.42
13881.54;18587.04;16893.98;107734.45;30937.98;2659643;T1_0505;44327.89;T1;0505;IDANHA-A-NOVA;475345.86;0;3403268.32;143651.03
153632.17;150118.33;333228.81;808502.69;256730.25;1403372.65;T1_0110;220328.72;T1;0110;ÍLHAVO;796660.56;27693.22;3639474.15;297709.44
273902.07;149070.52;73031.38;3234134.4;188896.56;787806.54;T1_0806;2622265.25;T1;0806;LAGOA (ALGARVE);1713392.64;0;6017663.1;209298.14
19155.59;30960.93;8595.4;163608.92;52384.73;1149609;T1_4201;59694.5;T1;4201;LAGOA (SÃO MIGUEL);576090.82;1413.17;2456617.89;558713.75
411100.66;487034.48;246551.27;2574143.5;216002.48;873054;T1_0807;1458800.88;T1;0807;LAGOS;1949314.49;1205;6309309.36;666246.1
0;153.84;0;30591.06;7615.2;653204.66;T1_4801;22822.02;T1;4801;LAJES DAS FLORES;11721.28;0;748031.49;52514.49
11544.43;2716.9;7730.87;47540.07;22147.21;961254;T1_4601;11131.53;T1;4601;LAJES DO PICO;141744.99;0;1247027;88757.07
76735.58;185704.74;187869.21;498408.98;125866.94;2052468;T1_1805;110101.72;T1;1805;LAMEGO;1163572.76;0;5528522.47;1626203.52
379912.92;526873.16;732617.6;2752743.35;814749.82;4374885;T1_1009;958257.47;T1;1009;LEIRIA;1493306.41;72949.98;10434209.23;1080656.87
2619862.32;12293343;20268.37;68151584.41;4712007.49;17126799;T1_1106;48526371.6;T1;1106;LISBOA;30250405.78;0;130695493.56;15146436
1112183.22;994111.77;1539337.58;9705741.34;588075.49;2077232;T1_0808;6945555.67;T1;0808;LOULÉ;1846241.41;65815.19;16359034.24;1190481.91
862480.47;734347.19;94.17;4274304.45;1251023.5;5084328;T1_1107;1426453.29;T1;1107;LOURES;1500472.03;0;21767970.73;10908772.08
118169.76;155709.53;600600.19;629432.83;157642.74;1211184;T1_1108;197910.8;T1;1108;LOURINHÃ;1310937.36;0;4281103.45;528949.07
33559.15;190518.39;147861.91;537783.74;85497.73;1117659;T1_0607;228175.68;T1;0607;LOUSÃ;651350.3;32.79;2727681.7;273026.75
76195.52;351585.83;1229946.36;806640.73;227817.15;2332044;T1_1305;151042.23;T1;1305;LOUSADA;988494.59;0;6492266.29;1135140.61
57256.24;5860.58;21727.56;133248.8;27757.52;1554225;T1_1413;42374.46;T1;1413;MAÇÃO;354912.38;0;2109704.13;45590.39
30998.45;236703.92;0;391377.95;64489.87;2303014;T1_0405;50743.38;T1;0405;MACEDO DE CAVALEIROS;547363.71;8442.33;3381813.06;140057.4
49818.91;30329.21;88815.88;186931.12;106783;1485015;T1_3104;0;T1;3104;MACHICO;41164.6;0;2080351.29;278424.69
4740.66;13442.67;165759.42;91686.28;33550.86;1024110;T1_4602;39952.09;T1;4602;MADALENA;175610.57;0;1766599.8;309433.53
464297.36;1138713.39;1852.07;2907850.22;474064.16;1749951;T1_1109;830775.31;T1;1109;MAFRA;2410934.42;0;10895081.83;3824494.12
439933.65;458033.05;1447313.53;4070502.32;772893.33;3013848;T1_1306;1008620.48;T1;1306;MAIA;1559260.23;1391021.81;10994882.93;903958.85
33513.44;218570.56;0;444476.76;100292.56;1739319;T1_1806;89139.53;T1;1806;MANGUALDE;629766.48;2960.67;3188705.32;375143.08
4466.14;3547.02;0;28172.36;14572.52;899454;T1_0908;5586.68;T1;0908;MANTEIGAS;103323.15;0;1088136;57186.49
104311.06;110893.52;124681.9;740056.69;297209.15;3281742;T1_1307;223014.09;T1;1307;MARCO DE CANAVESES;655677.98;4628.87;5740051.39;937892.82
77884.37;137300.29;4505.45;682645.15;248520.93;1487730;T1_1010;216265.86;T1;1010;MARINHA GRANDE;639414.18;2673.7;2965993.75;151698.97
5102.55;4188.66;0;32277.63;15615.18;854247;T1_1210;7309.52;T1;1210;MARVÃO;148830.42;61.72;1071371.69;36016.64
624589.47;6660381.72;1117852;9997672.47;942023.44;4060329;T1_1308;1512806.47;T1;1308;MATOSINHOS;1961088.57;257871.37;19502513.34;2365571.3
49205.19;50269.45;436635.4;341660.09;118942.63;1196763;T1_0111;123242.82;T1;0111;MEALHADA;576832.99;0;2919653.53;367762.05
11884.79;42009.49;0;93713;22954.76;1275888;T1_0909;16863.96;T1;0909;MEDA;92926.55;0;1629163.87;166636.32
35177.33;43685.85;132789.08;156417.26;51281.51;1549455.91;T1_1603;26272.57;T1;1603;MELGAÇO;599672.7;0;2660682.94;222347.99
8437.6;41159.07;198458.18;83746.3;27657.49;2581531.3;T1_0209;6492.14;T1;0209;MÉRTOLA;297790.44;0;3240956.22;79430
5822.57;31006.85;119350.68;67707.32;20597.11;772053;T1_1704;10280.79;T1;1704;MESÃO FRIO;158450.08;0;1419866.23;302305.15
26657.4;165324.27;0;348570.84;72912.72;1066293;T1_0608;83676.45;T1;0608;MIRA;391813.25;0;2063314.81;256637.72
12618.38;83445.4;5173.23;179634.7;40368.5;1043916;T1_0609;42645.67;T1;0609;MIRANDA DO CORVO;384941.49;556.75;1738337.88;124672.46
4498.82;29608.15;127057.5;77672.2;12072.78;1659732;T1_0406;31492.45;T1;0406;MIRANDA DO DOURO;158070.65;0;2059717.34;37184.99
41777.7;91423.58;1282890.26;304867.55;104983.82;2584277.05;T1_0407;66682.45;T1;0407;MIRANDELA;1127920.8;0;5387638.31;87682.65
11680.68;63241.73;280736.01;133477.89;38000.74;2170872;T1_0408;20554.74;T1;0408;MOGADOURO;273327.57;0;2947071.25;88657.78
22226.46;32223.8;285881.9;175349.64;51541.17;1513519;T1_1807;68158.74;T1;1807;MOIMENTA DA BEIRA;338346.31;1199.47;2454847.38;141750.53
178437.31;223945.27;2935.12;907920.21;281003.52;2625948.13;T1_1506;213997.47;T1;1506;MOITA;1792884.21;10536.64;5587551.66;257863.99
207089.19;35003.51;87204.95;785610.14;115700.94;1957347;T1_1604;427816.5;T1;1604;MONÇÃO;560000.43;0;3688352.7;298190.18
0;32717.14;123252.75;237890.32;25738.34;1564779;T1_0809;179434.84;T1;0809;MONCHIQUE;197096.51;0;2557352.69;434334.11
6650.15;19677.32;211067.47;91907.53;32325.06;1386295.62;T1_1705;33255;T1;1705;MONDIM DE BASTO;87886.17;0;2190687.04;413530.25
889.76;12821.94;0;26552.74;11360.14;1013976;T1_1211;1480.9;T1;1211;MONFORTE;120433.43;0;1598803.54;437841.37
13796.74;88259.08;0;195000.71;54130.5;2499336;T1_1706;38814.39;T1;1706;MONTALEGRE;572637.53;0;3468510.92;201536.68
8468.06;25657.92;489875.03;333972.95;75255.26;2510158;T1_0706;213855.52;T1;0706;MONTEMOR-O-NOVO;473051.01;10736.19;3965245.01;158188.02
45534.43;308152.62;245032.96;544552.98;128055.22;2295635.38;T1_0610;62810.71;T1;0610;MONTEMOR-O-VELHO;380136.71;0;3609632.92;144274.89
175313.34;320827.98;0;1088849.07;276045.05;1367070;T1_1507;316662.7;T1;1507;MONTIJO;1119794.28;0;4409283.2;833569.85
0;10857.32;355744.54;63339.46;22129.06;1121613;T1_0707;22887.9;T1;0707;MORA;296300.63;7465.18;1898520.42;61522.79
10823.91;33072.5;0;156013.27;50102.14;1301727;T1_1808;62014.72;T1;1808;MORTÁGUA;154286.71;0;1734210.65;122183.67
10546.3;23029.03;28511.78;284949.68;63679.83;2332923;T1_0210;186831.2;T1;0210;MOURA;356781.26;863.32;3088819.96;85654.24
0;2156.96;0;21138.98;11737.28;971104.84;T1_0708;5325.47;T1;0708;MOURÃO;70523.59;1919.27;1201195.69;138428.28
4135.52;22115.47;0;61910.56;27192.16;1123383.33;T1_1707;8467.41;T1;1707;MURÇA;116961.64;0;1455829.65;153574.12
18914.07;20213.09;102275.04;127844.42;59949.09;905064;T1_0112;28768.17;T1;0112;MURTOSA;228831.87;0;1425624.27;61608.94
122559.61;105125.62;105641.23;526853.03;88292.94;860316;T1_1011;208677.61;T1;1011;NAZARÉ;282616.06;2197.25;9961383.97;8185957.65
32023.81;34794.42;41112.74;175874.49;72577.83;1215276;T1_1809;36478.43;T1;1809;NELAS;334588.97;0;1909634.99;142782.79
4591.92;18899.28;0;111426.05;24574.75;1641447;T1_1212;63360.1;T1;1212;NISA;290047.62;0;2391903.66;348982.99
5538.35;5542.31;21105.36;42451.75;14015.21;1064092.15;T1_4202;16658.21;T1;4202;NORDESTE;4300.91;697.67;1132047.52;97.35
118801.66;46320.6;10453.87;708657.65;72123.9;541662;T1_1012;471411.49;T1;1012;ÓBIDOS;622688.66;0;2154328.16;270865.98
81863.59;100633.07;57436.75;382518.87;122682.27;3518613;T1_0211;75260.63;T1;0211;ODEMIRA;964148.48;2079.31;5088987.08;166269.98
411170.53;1124497.29;0;3842944.25;702650.33;3716789.12;T1_1116;1576726.38;T1;1116;ODIVELAS;2200316.52;27899.72;11686782.04;1926732.15
863437.11;905884.03;0;7751119.68;2813751.96;4387611;T1_1110;2659171.37;T1;1110;OEIRAS;3678947.95;508875.21;16596742.17;779063.54
6544.72;11120.99;0;60653.72;20157.42;1518303;T1_0506;22830.59;T1;0506;OLEIROS;334718.03;0;1976397.09;62722.34
243641.54;101068.19;124866.26;1066510.36;315869.29;1676790;T1_0810;405931.34;T1;0810;OLHÃO;278720.78;0;3838734.93;691847.53
111563.81;242350.88;283989.36;1030083.45;384722.37;3097401;T1_0113;263171.42;T1;0113;OLIVEIRA DE AZEMÉIS;780726.48;28274.97;6051476.22;859275.93
9315.64;45985.25;137090.57;185136.84;48750.38;1122555;T1_1810;37972.15;T1;1810;OLIVEIRA DE FRADES;241368.34;43113.42;2500607.77;814457.02
78201.72;35645.02;460459.18;368671.31;142916.83;1643289;T1_0114;108987.59;T1;0114;OLIVEIRA DO BAIRRO;322808.94;2920.15;3155208.55;359980.12
38020.46;314113.01;92887.95;493539.87;99900.08;1745367;T1_0611;41506.32;T1;0611;OLIVEIRA DO HOSPITAL;395728.71;0;2936975.85;209452.32
