TOTAL_RH;TOTAL_SEM_VINCULO_PERMANENTE;DSC_AUTARQUIA;TOTAL_TECNICOS_SUPERIORES;REPRESENTANTES_ELEITOS;TOTAL_FUNCIONARIOS_NAO_SUPERIORES;TOTAL_COM_VINCULO_PERMANENTE;CODIGO_PERIODO;CARGOS_MANDATOS_POLITICOS;TOTAL_DIRIGENTES;TOTAL_POR_TIPOLOGIA;ldk;CODIGOINE;TOTAL_POR_VINCULO;TOTAL_COMISSAO_DE_SERVICO
134;1;SABROSA;17;3;111;127;A;3;3;134;A_1710;1710;134;3
167;1;SABUGAL;38;4;119;156;A;4;6;167;A_0911;0911;167;6
211;1;SALVATERRA DE MAGOS;33;3;170;200;A;3;5;211;A_1415;1415;211;7
146;2;SANTA COMBA DÃO;19;3;124;140;A;3;0;146;A_1814;1814;146;1
346;2;SANTA CRUZ;24;4;315;340;A;4;3;346;A_3108;3108;346;0
59;0;SANTA CRUZ DA GRACIOSA;5;2;52;57;A;2;0;59;A_4401;4401;59;0
54;1;SANTA CRUZ DAS FLORES;2;3;49;47;A;3;0;54;A_4802;4802;54;3
803;105;SANTA MARIA DA FEIRA;161;6;612;691;A;6;24;803;A_0109;0109;803;1
128;25;SANTA MARTA DE PENAGUIÃO;13;3;110;98;A;3;2;128;A_1711;1711;128;2
86;2;SANTANA;5;3;75;78;A;3;3;86;A_3109;3109;86;3
752;3;SANTARÉM;121;4;616;741;A;4;11;752;A_1416;1416;752;4
521;0;SANTIAGO DO CACÉM;65;4;438;499;A;4;14;521;A_1509;1509;521;18
371;0;SANTO TIRSO;68;5;283;346;A;5;15;371;A_1314;1314;371;20
253;0;SÃO BRÁS DE ALPORTEL;26;3;222;245;A;3;2;253;A_0812;0812;253;5
272;37;SÃO JOÃO DA MADEIRA;75;3;188;226;A;3;6;272;A_0116;0116;272;6
69;15;SÃO JOÃO DA PESQUEIRA;18;3;45;48;A;3;3;69;A_1815;1815;69;3
379;53;SÃO PEDRO DO SUL;41;4;329;316;A;4;5;379;A_1816;1816;379;6
53;3;SÃO ROQUE DO PICO;6;3;43;46;A;3;1;53;A_4603;4603;53;1
66;0;SÃO VICENTE;7;3;56;60;A;3;0;66;A_3110;3110;66;3
159;5;SARDOAL;9;3;145;147;A;3;2;159;A_1417;1417;159;4
177;3;SÁTÃO;18;4;150;163;A;4;5;177;A_1817;1817;177;7
217;6;SEIA;47;4;162;199;A;4;4;217;A_0912;0912;217;8
1560;0;SEIXAL;259;9;1221;1466;A;9;71;1560;A_1510;1510;1560;85
91;3;SERNANCELHE;22;5;62;81;A;5;2;91;A_1818;1818;91;2
319;12;SERPA;42;4;268;297;A;4;5;319;A_0213;0213;319;6
218;25;SERTÃ;31;4;180;186;A;4;3;218;A_0509;0509;218;3
870;4;SESIMBRA;154;5;700;849;A;5;11;870;A_1511;1511;870;12
1261;9;SETÚBAL;193;6;1038;1210;A;6;24;1261;A_1512;1512;1261;36
114;0;SEVER DO VOUGA;14;4;95;110;A;4;1;114;A_0117;0117;114;0
671;0;SILVES;103;3;559;662;A;3;6;671;A_0813;0813;671;6
405;7;SINES;69;4;328;386;A;4;4;405;A_1513;1513;405;8
2831;255;SINTRA;367;7;2410;2507;A;7;47;2831;A_1111;1111;2831;62
170;3;SOBRAL DE MONTE AGRAÇO;20;3;144;158;A;3;3;170;A_1112;1112;170;6
228;9;SOURE;36;2;188;215;A;2;2;228;A_0615;0615;228;2
144;8;SOUSEL;26;3;112;126;A;3;3;144;A_1215;1215;144;7
166;0;TÁBUA;31;3;130;157;A;3;2;166;A_0616;0616;166;6
101;1;TABUAÇO;17;3;79;94;A;3;2;101;A_1819;1819;101;3
251;4;TAROUCA;32;3;213;243;A;3;3;251;A_1820;1820;251;1
458;4;TAVIRA;94;4;349;437;A;4;11;458;A_0814;0814;458;13
204;1;TERRAS DE BOURO;34;2;164;193;A;2;4;204;A_0310;0310;204;8
504;9;TOMAR;67;4;428;483;A;4;5;504;A_1418;1418;504;8
286;68;TONDELA;41;4;236;209;A;4;5;286;A_1821;1821;286;5
150;18;TORRE DE MONCORVO;19;3;125;123;A;3;3;150;A_0409;0409;150;6
478;17;TORRES NOVAS;69;4;397;447;A;4;8;478;A_1419;1419;478;10
645;1;TORRES VEDRAS;93;6;534;619;A;6;12;645;A_1113;1113;645;19
154;0;TRANCOSO;30;4;116;144;A;4;4;154;A_0913;0913;154;6
312;0;TROFA;75;4;223;293;A;4;10;312;A_1318;1318;312;15
181;0;VAGOS;33;4;138;166;A;4;6;181;A_0118;0118;181;11
192;9;VALE DE CAMBRA;42;4;143;179;A;4;3;192;A_0119;0119;192;0
289;1;VALENÇA;29;4;252;278;A;4;4;289;A_1608;1608;289;6
591;0;VALONGO;104;4;475;579;A;4;8;591;A_1315;1315;591;8
186;2;VALPAÇOS;28;4;150;172;A;4;4;186;A_1712;1712;186;8
85;0;VELAS;2;2;78;80;A;2;3;85;A_4502;4502;85;3
225;1;VENDAS NOVAS;17;4;202;217;A;4;2;225;A_0712;0712;225;3
121;0;VIANA DO ALENTEJO;18;3;97;113;A;3;3;121;A_0713;0713;121;5
880;15;VIANA DO CASTELO;93;5;764;836;A;5;18;880;A_1609;1609;880;24
204;0;VIDIGUEIRA;24;3;176;200;A;3;1;204;A_0214;0214;204;1
142;16;VIEIRA DO MINHO;40;4;95;118;A;4;3;142;A_0311;0311;142;4
123;0;VILA DE REI;13;3;105;118;A;3;2;123;A_0510;0510;123;2
245;16;VILA DO BISPO;36;2;205;225;A;2;2;245;A_0815;0815;245;2
1058;118;VILA DO CONDE;96;5;954;927;A;5;3;1058;A_1316;1316;1058;8
80;0;VILA DO PORTO;6;1;72;79;A;1;1;80;A_4101;4101;80;0
155;37;VILA FLOR;26;5;124;113;A;5;0;155;A_0410;0410;155;0
774;4;VILA FRANCA DE XIRA;168;5;580;744;A;5;21;774;A_1114;1114;774;21
100;2;VILA FRANCA DO CAMPO;8;4;86;92;A;4;2;100;A_4206;4206;100;2
165;0;VILA NOVA DA BARQUINHA;16;4;144;158;A;4;1;165;A_1420;1420;165;3
226;5;VILA NOVA DE CERVEIRA;34;3;185;217;A;3;4;226;A_1610;1610;226;1
945;7;VILA NOVA DE FAMALICÃO;150;7;771;901;A;7;17;945;A_0312;0312;945;30
168;0;VILA NOVA DE FOZ CÔA;16;3;145;160;A;3;4;168;A_0914;0914;168;5
1845;433;VILA NOVA DE GAIA;622;8;1181;1356;A;8;34;1845;A_1317;1317;1845;48
124;7;VILA NOVA DE PAIVA;18;3;100;111;A;3;3;124;A_1822;1822;124;3
128;0;VILA NOVA DE POIARES;30;2;95;122;A;2;1;128;A_0617;0617;128;4
230;13;VILA POUCA DE AGUIAR;47;4;175;205;A;4;4;230;A_1713;1713;230;8
340;13;VILA REAL;66;5;259;306;A;5;10;340;A_1714;1714;340;16
374;1;VILA REAL DE SANTO ANTÓNIO;55;4;304;355;A;4;11;374;A_0816;0816;374;14
141;3;VILA VELHA DE RÓDÃO;16;2;116;129;A;2;7;141;A_0511;0511;141;7
364;0;VILA VERDE;47;4;303;346;A;4;10;364;A_0313;0313;364;14
151;0;VILA VIÇOSA;9;3;136;142;A;3;3;151;A_0714;0714;151;6
134;8;VIMIOSO;15;3;111;115;A;3;5;134;A_0411;0411;134;8
178;6;VINHAIS;27;4;145;162;A;4;2;178;A_0412;0412;178;6
735;235;VISEU;70;5;652;480;A;5;8;735;A_1823;1823;735;15
253;0;VIZELA;26;3;223;245;A;3;1;253;A_0314;0314;253;5
138;0;VOUZELA;20;4;113;134;A;4;1;138;A_1824;1824;138;0
